district,percent households receiving food stamps,state,household language not english,percent uninsured,non-white,black/afroamerican,percent female,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,percent owner-occupied housing units,average family size,native,foreign born,percent of tot. population in poverty,earnings $1 - $24'999,earnings $25'000 - 49'999,earnings $50'000 - 74'999,earnings $75'000 or more,median earnings,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,less than highschool,highschool,college or associate,bachelor or higher,office,year,target
135,8.4,texas,39.2,14.9,0.473639086871191,0.1889422580311951,0.5252,28.72,21.26,22.19,17.74,10.09,35.0,5.52,21.24,60.28,12.96,1363.0,61.9,3.45,0.6947,0.3053,8.2,0.1593,0.2895,0.2701,0.2811,42414,0.4201,0.1245,0.2535,0.2019,0.1261,0.2192,0.3343,0.3205,state house,2020,1
136,3.7,texas,22.8,9.6,0.2630719180452689,0.0509309891326919,0.5169,29.02,20.91,25.33,15.39,9.35,35.0,2.64,13.73,53.33,30.3,1615.0,63.5,3.55,0.8126,0.1874,5.3,0.0885,0.2742,0.2491,0.3882,48017,0.5231,0.1257,0.2263,0.1248,0.0593,0.1802,0.3239,0.4367,state house,2020,1
137,15.6,texas,69.7,36.3,0.5340162594767864,0.2076668388919936,0.5038,28.24,30.88,21.66,12.77,6.46,30.9,4.74,50.05,41.57,3.64,964.0,16.0,3.29,0.4009,0.5991,27.9,0.3427,0.3894,0.142,0.1258,25614,0.2584,0.2805,0.1725,0.2887,0.2617,0.234,0.2358,0.2686,state house,2020,1
138,8.4,texas,51.0,20.2,0.4763192409203517,0.101626213723236,0.5244,29.05,22.48,19.86,17.82,10.79,33.9,7.98,26.77,51.11,14.14,1223.0,60.9,3.5,0.6249,0.3751,12.9,0.1914,0.3123,0.2111,0.2852,36781,0.4049,0.1718,0.1945,0.2289,0.1806,0.2236,0.2745,0.3212,state house,2020,0
139,20.3,texas,46.7,23.6,0.5691597261503053,0.3445551892956757,0.5208,30.36,22.33,19.92,17.36,10.03,33.4,15.29,34.2,42.53,7.98,1007.0,56.9,3.71,0.6878,0.3122,19.4,0.2323,0.3967,0.1967,0.1743,30230,0.261,0.2003,0.2184,0.3203,0.235,0.2888,0.291,0.1852,state house,2020,1
140,20.6,texas,77.5,35.0,0.2825995281459784,0.0910883415584859,0.5031,33.92,22.74,19.65,15.73,7.95,30.4,25.57,36.82,36.03,1.59,846.0,59.2,3.94,0.5023,0.4977,29.6,0.344,0.4621,0.1335,0.0604,25164,0.1349,0.2055,0.1907,0.4688,0.4286,0.3136,0.2065,0.0513,state house,2020,1
141,27.6,texas,43.4,27.8,0.6111205621111129,0.4403375553527886,0.5651,33.86,24.23,19.44,14.33,8.14,30.0,16.18,43.24,38.27,2.31,919.0,37.5,3.67,0.7011,0.2989,25.7,0.3133,0.4295,0.1748,0.0824,25788,0.1811,0.2509,0.2356,0.3325,0.2442,0.3385,0.3142,0.103,state house,2020,1
142,17.0,texas,42.3,22.5,0.5586913665398731,0.3708892880856912,0.4763,30.4,22.89,21.87,16.71,8.13,33.0,19.47,26.09,43.92,10.52,1068.0,59.7,3.68,0.7665,0.2335,19.8,0.193,0.375,0.2366,0.1954,31609,0.2951,0.1717,0.2075,0.3257,0.2369,0.3083,0.2898,0.165,state house,2020,1
143,17.7,texas,70.0,29.1,0.3739747995418098,0.1089461626575028,0.5066,32.85,21.71,20.12,15.88,9.43,31.4,22.65,41.13,33.52,2.69,839.0,58.1,3.86,0.584,0.416,22.7,0.2544,0.4434,0.1965,0.1058,28797,0.1731,0.1731,0.2154,0.4383,0.3256,0.3032,0.2812,0.0899,state house,2020,1
144,20.9,texas,57.3,31.4,0.252099416761453,0.0316304058469059,0.5125,35.23,22.09,19.22,15.33,8.14,29.8,21.21,41.16,36.32,1.3,869.0,52.7,3.87,0.602,0.398,21.2,0.2632,0.4216,0.2078,0.1074,27266,0.1613,0.1974,0.1886,0.4526,0.3443,0.3351,0.2521,0.0684,state house,2020,1
145,18.3,texas,65.6,30.0,0.3723928949480615,0.0728419044517082,0.4984,29.7,24.51,20.01,15.84,9.94,32.3,16.7,38.92,37.18,7.2,917.0,45.9,3.65,0.6285,0.3715,20.4,0.2382,0.413,0.1828,0.166,30507,0.2565,0.1844,0.1936,0.3655,0.2842,0.2868,0.2598,0.1692,state house,2020,1
146,19.5,texas,42.4,24.8,0.6528326564706788,0.3912137915116477,0.5415,26.5,26.81,19.92,15.28,11.49,32.8,14.1,38.6,41.51,5.78,969.0,33.8,3.42,0.6671,0.3329,25.7,0.2414,0.3895,0.2002,0.1689,30230,0.3817,0.2152,0.1815,0.2215,0.1787,0.2457,0.2674,0.3082,state house,2020,1
147,15.1,texas,39.1,19.6,0.5395194181584393,0.3229009704056416,0.4995,24.95,30.98,18.54,15.35,10.18,32.0,12.58,29.18,41.56,16.67,1148.0,41.0,3.47,0.7468,0.2532,20.3,0.1749,0.2964,0.2307,0.2981,37960,0.426,0.1668,0.1933,0.2139,0.1614,0.2206,0.2743,0.3438,state house,2020,1
148,11.7,texas,55.0,25.1,0.3923714852148661,0.06232932175467,0.4999,24.43,27.33,21.89,16.2,10.14,34.2,12.87,33.93,32.4,20.8,1060.0,49.4,3.29,0.6519,0.3481,20.3,0.1952,0.321,0.1948,0.2889,36115,0.3959,0.1499,0.1852,0.269,0.2491,0.2346,0.2003,0.316,state house,2020,1
149,16.9,texas,60.7,23.1,0.6563802597950096,0.2561958211472084,0.5208,27.43,22.48,20.14,18.59,11.36,35.1,11.49,31.14,48.32,9.05,1091.0,50.8,3.65,0.463,0.537,15.6,0.2655,0.4095,0.1601,0.1649,27714,0.2855,0.2465,0.2315,0.2364,0.2176,0.2629,0.2764,0.2431,state house,2020,1
150,6.8,texas,27.3,12.2,0.3426034386694569,0.1541303079359647,0.5146,30.77,20.23,22.41,16.4,10.19,34.3,5.38,20.46,50.06,24.1,1471.0,71.2,3.45,0.7945,0.2055,8.0,0.1149,0.2921,0.2501,0.3429,45044,0.45,0.1405,0.2346,0.1749,0.0793,0.2226,0.3421,0.356,state house,2020,0
1,8.6,utah,8.0,7.9,0.075072042560528,0.0048767271742075,0.4955,34.36,19.43,18.2,15.45,12.56,32.4,23.95,31.23,39.67,5.15,913.0,75.6,3.63,0.9524,0.0476,8.0,0.158,0.4033,0.2462,0.1925,33306,0.293,0.1563,0.1865,0.3642,0.0841,0.3483,0.3773,0.1903,state house,2020,0
2,3.0,utah,9.0,5.5,0.0819860672975815,0.004008937960042,0.4753,49.41,20.93,20.5,6.48,2.68,20.6,7.87,6.5,58.04,27.59,1694.0,89.5,4.45,0.9294,0.0706,5.3,0.0873,0.2539,0.2969,0.362,42906,0.4599,0.1076,0.2417,0.1908,0.0402,0.203,0.4063,0.3505,state house,2020,0
3,7.3,utah,10.7,5.7,0.0952850660879858,0.0063786414151377,0.4954,36.56,26.0,16.17,12.8,8.47,25.8,17.92,29.17,44.48,8.43,1041.0,64.7,3.63,0.9247,0.0753,14.0,0.1664,0.4195,0.2068,0.2074,27160,0.4102,0.151,0.1947,0.2442,0.0653,0.2073,0.4047,0.3227,state house,2020,0
4,8.2,utah,14.1,9.4,0.1222577098277396,0.0141106864233729,0.5043,29.16,42.69,11.66,8.4,8.1,23.9,17.27,48.28,30.5,3.95,774.0,40.5,3.12,0.8961,0.1039,25.7,0.266,0.4281,0.1849,0.121,16463,0.3467,0.192,0.2501,0.2113,0.0639,0.1745,0.4926,0.269,state house,2020,0
5,5.0,utah,8.8,6.1,0.088329081632653,0.0009811616954474,0.5101,38.3,17.78,19.85,12.6,11.47,29.0,22.85,22.28,44.29,10.58,1081.0,82.0,3.65,0.9356,0.0644,5.9,0.1275,0.3722,0.2593,0.241,33303,0.402,0.1545,0.1917,0.2519,0.0698,0.2377,0.3595,0.333,state house,2020,0
6,2.8,utah,13.2,5.4,0.0883698109240016,0.0018925123100916,0.5062,44.04,21.23,22.53,7.86,4.35,24.8,8.35,9.01,56.92,25.73,1600.0,76.5,4.14,0.9102,0.0898,5.1,0.0862,0.2741,0.2375,0.4022,41719,0.489,0.1073,0.2632,0.1406,0.0348,0.1922,0.3764,0.3966,state house,2020,0
7,7.4,utah,14.6,9.0,0.1211936662606577,0.0055572472594397,0.5003,30.81,22.12,16.7,17.57,12.8,33.2,17.81,24.88,46.91,10.4,1129.0,79.5,3.53,0.9157,0.0843,7.5,0.1304,0.3976,0.2552,0.2167,36144,0.3111,0.1471,0.2585,0.2833,0.0925,0.2869,0.3776,0.2429,state house,2020,0
8,5.7,utah,13.8,7.7,0.1071701355738018,0.0065877410731334,0.4976,29.5,22.47,18.42,17.15,12.46,34.1,19.48,26.46,44.55,9.5,1056.0,76.3,3.44,0.9108,0.0892,8.3,0.1539,0.4546,0.2278,0.1637,35062,0.3435,0.1206,0.246,0.2899,0.1012,0.2933,0.3767,0.2288,state house,2020,0
9,11.7,utah,17.8,11.2,0.1493484797861677,0.0158703641830938,0.4807,30.07,25.98,20.63,15.38,7.95,31.5,16.66,32.76,45.5,5.08,1009.0,60.0,3.39,0.8935,0.1065,12.1,0.1498,0.4529,0.2594,0.1379,33812,0.3088,0.1369,0.234,0.3203,0.1194,0.3625,0.3537,0.1644,state house,2020,0
10,10.4,utah,20.7,13.3,0.1640690699108594,0.0218086001009138,0.4952,27.09,27.03,18.83,14.84,12.21,32.5,14.31,37.34,40.98,7.37,977.0,63.7,3.3,0.8796,0.1204,13.1,0.1926,0.3896,0.2253,0.1925,30898,0.3415,0.1816,0.226,0.2508,0.121,0.2618,0.3639,0.2533,state house,2020,1
11,4.6,utah,9.8,6.1,0.1000024673690443,0.0115719608181795,0.5253,30.2,22.55,17.62,14.81,14.82,32.8,18.69,22.45,45.44,13.43,1138.0,76.2,3.37,0.9439,0.0561,5.9,0.1179,0.3601,0.2497,0.2723,36808,0.4265,0.1283,0.2579,0.1873,0.0595,0.2593,0.4028,0.2784,state house,2020,0
12,4.8,utah,10.1,4.5,0.1155310839983505,0.0053120527809445,0.4764,33.05,19.41,21.12,15.61,10.81,32.9,17.3,16.51,51.94,14.24,1301.0,88.5,3.65,0.9509,0.0491,4.9,0.1042,0.3846,0.3177,0.1935,37759,0.3346,0.1381,0.2341,0.2932,0.0584,0.3355,0.4051,0.201,state house,2020,0
13,5.7,utah,11.7,8.0,0.1190154246794871,0.0106921073717948,0.4927,34.52,21.58,19.11,16.35,8.44,31.1,14.23,15.84,58.27,11.66,1294.0,85.8,3.81,0.921,0.079,4.2,0.0977,0.4344,0.2822,0.1857,36345,0.3244,0.1158,0.2613,0.2985,0.0805,0.3284,0.3963,0.1948,state house,2020,0
14,12.7,utah,12.4,7.9,0.1528304135383148,0.0207841735192468,0.5116,37.32,22.83,20.43,12.31,7.11,28.8,18.63,19.12,53.07,9.19,1193.0,72.2,3.86,0.9163,0.0837,9.7,0.1614,0.3495,0.2634,0.2257,32555,0.3448,0.1756,0.2192,0.2605,0.0917,0.2928,0.39,0.2255,state house,2020,0
15,3.4,utah,6.7,3.6,0.0877200274319915,0.0200544483468068,0.5013,41.72,16.18,23.74,12.17,6.19,28.8,12.32,11.19,43.14,33.35,1620.0,89.7,4.02,0.9549,0.0451,6.0,0.0766,0.2674,0.2306,0.4255,42102,0.4229,0.1422,0.2728,0.1621,0.0318,0.2071,0.4127,0.3483,state house,2020,0
16,4.3,utah,12.1,9.0,0.1647022034061387,0.0186904647358799,0.4789,32.24,23.12,20.06,15.32,9.27,30.6,13.58,23.55,51.06,11.81,1191.0,62.0,3.47,0.901,0.099,6.0,0.1393,0.3281,0.2558,0.2768,36473,0.3969,0.1435,0.2092,0.2504,0.0752,0.2613,0.3592,0.3043,state house,2020,0
17,5.3,utah,6.1,4.3,0.0916848268438049,0.0115524982277417,0.5123,31.69,19.02,19.98,15.36,13.95,34.4,20.81,19.18,45.57,14.44,1223.0,78.0,3.48,0.9705,0.0295,4.8,0.1143,0.3147,0.2715,0.2996,34735,0.4393,0.1488,0.2396,0.1723,0.0364,0.1882,0.3687,0.4066,state house,2020,0
18,2.0,utah,6.8,3.5,0.0692633215303566,0.0089385957336557,0.5075,35.64,17.01,20.03,13.96,13.35,33.0,14.86,19.42,38.62,27.1,1445.0,84.7,3.71,0.9468,0.0532,2.9,0.0772,0.2438,0.2323,0.4467,42116,0.5146,0.11,0.2458,0.1296,0.0262,0.1693,0.3678,0.4366,state house,2020,0
19,2.7,utah,10.0,5.4,0.0780763714107872,0.0064950880896322,0.5125,31.43,22.77,17.52,13.44,14.84,32.7,15.08,21.82,42.8,20.29,1265.0,75.1,3.54,0.9366,0.0634,5.2,0.0994,0.3612,0.2069,0.3325,37317,0.5004,0.1312,0.2069,0.1614,0.0379,0.1767,0.3334,0.4521,state house,2020,0
20,2.7,utah,12.3,6.8,0.120969550204045,0.0054486748284676,0.4999,32.29,22.81,22.43,13.41,9.06,31.9,12.72,14.64,55.07,17.57,1351.0,73.6,3.48,0.8923,0.1077,4.8,0.1271,0.3393,0.2534,0.2802,38760,0.4317,0.1263,0.2255,0.2164,0.0493,0.2283,0.374,0.3484,state house,2020,0
21,8.6,utah,9.5,9.0,0.1445794753086419,0.0078848379629629,0.5058,33.04,22.35,21.46,13.83,9.32,32.1,18.18,18.83,56.23,6.75,1189.0,81.8,3.46,0.9476,0.0524,6.7,0.1157,0.397,0.2921,0.1952,36830,0.3397,0.1389,0.2196,0.3017,0.0887,0.3833,0.3519,0.1761,state house,2020,0
22,9.2,utah,27.7,13.0,0.3422945377728599,0.0108138014284277,0.5028,33.35,21.72,22.92,14.81,7.19,31.9,15.67,15.75,58.35,10.23,1268.0,82.3,3.83,0.8103,0.1897,8.9,0.1367,0.4884,0.2518,0.1232,34639,0.2503,0.1443,0.2495,0.3559,0.1586,0.3907,0.3389,0.1118,state house,2020,1
23,12.1,utah,49.0,24.9,0.5331294321442105,0.0382450062253017,0.4585,31.08,24.97,19.18,15.99,8.78,30.9,16.54,31.28,47.37,4.81,1026.0,59.2,3.73,0.6339,0.3661,20.5,0.1928,0.506,0.2033,0.0979,30038,0.2303,0.2199,0.2184,0.3314,0.2336,0.3082,0.2721,0.1861,state house,2020,1
24,5.0,utah,16.9,6.9,0.1688511011498733,0.0205856558175794,0.4716,14.17,37.83,17.17,14.71,16.12,33.9,9.84,32.91,41.47,15.78,1118.0,36.1,2.67,0.8593,0.1407,15.4,0.1273,0.3172,0.2319,0.3236,37165,0.5785,0.1289,0.1884,0.1043,0.033,0.1253,0.3181,0.5236,state house,2020,1
25,7.9,utah,15.9,8.8,0.1666406290683747,0.0275998541894495,0.4837,17.21,37.8,20.6,13.9,10.49,32.7,13.2,25.89,49.3,11.61,1188.0,42.5,2.95,0.8841,0.1159,17.3,0.1448,0.3759,0.2224,0.2569,35674,0.5238,0.1479,0.1872,0.1411,0.0695,0.1594,0.3078,0.4633,state house,2020,1
26,12.0,utah,41.9,20.8,0.4349882347459404,0.0390000698925983,0.4939,27.54,31.48,20.96,12.16,7.86,30.2,11.08,33.63,53.01,2.29,1058.0,36.2,3.61,0.7084,0.2916,18.5,0.2064,0.4694,0.2039,0.1203,30489,0.3413,0.2188,0.1679,0.272,0.1751,0.2625,0.3149,0.2475,state house,2020,1
27,1.6,utah,6.1,4.3,0.0529627687467226,0.0090098679506125,0.4812,42.96,12.0,20.56,15.64,8.85,27.5,9.57,13.51,30.66,46.25,1899.0,88.5,4.19,0.9677,0.0323,3.6,0.0843,0.1569,0.1492,0.6096,41314,0.5477,0.1219,0.2222,0.1083,0.0342,0.1169,0.3394,0.5095,state house,2020,0
28,0.8,utah,12.4,3.1,0.1242269635126778,0.0126777983920841,0.5106,25.43,25.08,18.18,17.47,13.83,34.7,10.12,24.16,30.02,35.7,1553.0,76.0,3.12,0.9021,0.0979,7.1,0.0771,0.2124,0.2132,0.4973,49334,0.6633,0.0913,0.1722,0.0732,0.0325,0.0844,0.2334,0.6497,state house,2020,1
29,4.4,utah,5.5,7.1,0.0618973985810442,0.0034109514280516,0.518,35.17,15.92,21.23,16.78,10.91,34.2,18.85,21.6,44.34,15.21,1212.0,84.8,3.56,0.9666,0.0334,6.5,0.1249,0.314,0.2309,0.3303,36265,0.3808,0.1349,0.2381,0.2462,0.06,0.2936,0.4061,0.2402,state house,2020,0
30,11.5,utah,30.9,14.4,0.3310284970345725,0.0210906986836395,0.4936,33.02,24.36,17.15,16.32,9.15,30.5,17.92,16.09,60.05,5.93,1260.0,82.5,4.09,0.7839,0.2161,11.3,0.1401,0.4691,0.2793,0.1116,31429,0.2163,0.1631,0.2876,0.333,0.1517,0.3893,0.3349,0.1242,state house,2020,0
31,8.9,utah,47.3,18.7,0.4980704913815281,0.0128119372266529,0.4777,36.26,20.12,21.89,13.67,8.06,30.1,14.31,21.42,57.44,6.83,1250.0,71.1,3.9,0.6666,0.3334,11.0,0.1498,0.5027,0.2186,0.1289,32043,0.2262,0.165,0.2446,0.3641,0.181,0.3547,0.3257,0.1386,state house,2020,1
32,2.5,utah,14.8,5.0,0.1283509126172321,0.0037461144026143,0.4952,29.7,17.52,20.68,18.41,13.7,37.1,11.07,16.26,44.25,28.42,1539.0,85.6,3.54,0.8686,0.1314,2.6,0.096,0.2875,0.2262,0.3903,43035,0.4842,0.1082,0.2581,0.1494,0.0497,0.1877,0.378,0.3845,state house,2020,1
33,12.3,utah,43.2,22.7,0.4689215787837978,0.0506578265824096,0.4881,31.01,25.99,18.89,13.45,10.66,30.6,17.02,22.25,56.85,3.88,1126.0,56.5,3.8,0.6961,0.3039,13.6,0.1848,0.5492,0.1675,0.0986,29656,0.2265,0.1767,0.2395,0.3573,0.1956,0.3524,0.3072,0.1448,state house,2020,0
34,6.6,utah,27.1,14.1,0.2885546108567691,0.0293525179856115,0.5097,27.8,26.92,19.85,13.43,12.01,32.1,14.34,23.67,54.19,7.8,1134.0,58.7,3.39,0.7979,0.2021,9.5,0.146,0.4726,0.2411,0.1402,33772,0.3281,0.1505,0.227,0.2944,0.1025,0.32,0.3438,0.2336,state house,2020,1
35,14.3,utah,30.1,15.8,0.3312315503601369,0.0562049828787342,0.5001,23.9,31.89,22.18,13.37,8.66,31.7,9.56,30.44,55.13,4.87,1097.0,35.9,3.21,0.748,0.252,16.0,0.1645,0.4573,0.2078,0.1704,31608,0.3601,0.1858,0.2388,0.2152,0.1339,0.2778,0.3271,0.2612,state house,2020,1
36,2.1,utah,9.7,3.8,0.0845379222434671,0.0073167622689611,0.496,29.79,16.92,20.39,18.51,14.4,37.5,14.19,22.47,33.49,29.85,1404.0,83.4,3.38,0.9327,0.0673,3.4,0.0766,0.2336,0.2239,0.4659,45742,0.581,0.11,0.1985,0.1105,0.0304,0.1181,0.2741,0.5774,state house,2020,1
37,4.4,utah,13.1,7.7,0.1161038538674182,0.0200281858095289,0.5345,22.7,20.54,18.52,18.72,19.52,39.8,15.33,25.5,41.97,17.2,1167.0,69.3,3.02,0.9073,0.0927,5.4,0.1236,0.3839,0.1971,0.2954,37912,0.4702,0.1134,0.2553,0.1611,0.0575,0.1851,0.3449,0.4126,state house,2020,1
38,9.2,utah,30.3,12.4,0.360187231829411,0.041685086464699,0.5047,34.92,23.03,21.89,14.92,5.24,29.2,15.63,10.16,63.39,10.83,1363.0,84.5,3.9,0.7889,0.2111,9.4,0.1343,0.4869,0.2299,0.1488,34513,0.2706,0.1429,0.2416,0.3448,0.1409,0.3397,0.3736,0.1457,state house,2020,1
39,8.0,utah,28.4,11.9,0.3203801921966077,0.0127868508113217,0.5082,31.21,20.62,19.42,16.89,11.85,33.6,20.34,13.75,55.56,10.35,1261.0,84.7,3.68,0.778,0.222,8.8,0.1419,0.4677,0.2212,0.1692,34511,0.2821,0.158,0.2782,0.2817,0.1242,0.3443,0.3575,0.1741,state house,2020,0
40,5.0,utah,15.5,9.6,0.1452311946608524,0.0148900529128666,0.5281,22.17,26.53,20.71,14.85,15.74,35.7,14.33,22.86,50.61,12.2,1195.0,58.7,3.1,0.8739,0.1261,10.9,0.0981,0.3724,0.2585,0.271,39149,0.5134,0.1355,0.21,0.1411,0.0505,0.1789,0.3139,0.4567,state house,2020,1
41,2.1,utah,6.9,4.3,0.0759579806915323,0.0075277506060477,0.504,35.91,17.55,22.25,15.81,8.47,33.1,9.58,13.29,42.86,34.28,1683.0,86.1,3.85,0.9561,0.0439,3.2,0.0806,0.2611,0.2489,0.4093,45341,0.4269,0.1184,0.2847,0.17,0.056,0.23,0.3866,0.3274,state house,2020,0
42,2.0,utah,12.6,4.7,0.1767286942300404,0.0091545503500269,0.4992,38.08,18.45,25.19,12.48,5.79,30.5,6.31,8.03,55.69,29.97,1640.0,81.5,3.91,0.8963,0.1037,3.5,0.0909,0.3012,0.2545,0.3534,44212,0.4273,0.1296,0.2465,0.1967,0.0519,0.2417,0.4017,0.3047,state house,2020,0
43,5.9,utah,18.1,9.9,0.2220615683903362,0.0074134440968479,0.4897,31.13,22.71,20.18,15.8,10.18,32.1,16.23,15.11,60.48,8.18,1311.0,78.7,3.63,0.8643,0.1357,6.0,0.1606,0.4291,0.2307,0.1797,33860,0.3466,0.1466,0.2684,0.2384,0.0948,0.298,0.3784,0.2288,state house,2020,0
44,7.5,utah,21.2,12.8,0.2077868476566082,0.034279556085481,0.4968,26.68,29.16,18.76,14.82,10.58,32.1,14.73,19.42,56.0,9.86,1233.0,55.2,3.29,0.8508,0.1492,9.3,0.1249,0.4219,0.2659,0.1874,37062,0.365,0.1527,0.2656,0.2167,0.0941,0.2489,0.3768,0.2802,state house,2020,1
45,3.1,utah,13.7,10.7,0.1294286667179763,0.0034890582108314,0.5183,24.87,27.67,18.07,15.13,14.27,33.8,15.62,13.66,59.1,11.63,1307.0,67.5,3.4,0.8815,0.1185,5.8,0.0956,0.3819,0.2467,0.2758,36879,0.4466,0.1398,0.2527,0.1609,0.0668,0.2326,0.3805,0.3202,state house,2020,0
46,4.5,utah,9.7,4.4,0.0866574202496532,0.0050485436893203,0.5185,23.04,17.75,20.1,21.0,18.11,41.0,11.27,22.7,43.48,22.55,1348.0,75.6,3.13,0.9154,0.0846,6.7,0.0952,0.2565,0.2561,0.3922,43767,0.4982,0.1219,0.2364,0.1434,0.0378,0.1627,0.3415,0.458,state house,2020,1
47,4.8,utah,22.8,11.6,0.226982680036463,0.011431668678706,0.51,30.46,22.92,20.13,17.14,9.35,33.1,9.61,20.22,56.22,13.96,1306.0,68.5,3.53,0.8304,0.1696,7.2,0.1104,0.3933,0.291,0.2052,36938,0.3344,0.1571,0.2446,0.2639,0.115,0.2981,0.3617,0.2253,state house,2020,0
48,4.3,utah,14.8,7.7,0.098191632928475,0.0067206477732793,0.5051,32.07,29.65,13.47,12.59,12.22,24.8,12.72,28.56,35.91,22.81,1224.0,68.6,3.79,0.924,0.076,12.7,0.1427,0.327,0.1902,0.3401,21540,0.4872,0.1573,0.2386,0.1169,0.0296,0.1347,0.442,0.3937,state house,2020,0
49,2.4,utah,8.4,3.3,0.0826508016967692,0.0130992716698236,0.4957,27.97,15.21,19.84,20.42,16.55,39.8,11.55,16.42,39.6,32.43,1673.0,87.4,3.42,0.9225,0.0775,4.0,0.0585,0.2546,0.2049,0.4819,46026,0.5225,0.1137,0.2558,0.108,0.0288,0.1721,0.3056,0.4935,state house,2020,0
50,1.9,utah,10.9,4.5,0.1164914330218068,0.0041666666666666,0.5151,32.85,17.85,20.16,16.5,12.65,34.5,8.4,16.15,37.4,38.06,1682.0,80.3,3.69,0.927,0.073,2.9,0.0846,0.25,0.2351,0.4304,48060,0.4908,0.0959,0.2832,0.1301,0.0354,0.1849,0.3838,0.3959,state house,2020,0
51,1.3,utah,13.4,5.2,0.1250354074213955,0.024572750448494,0.4712,33.33,20.05,24.29,14.38,7.94,32.5,5.52,15.09,39.69,39.7,1681.0,75.4,3.57,0.8858,0.1142,5.3,0.0874,0.2548,0.2071,0.4507,44130,0.5115,0.0943,0.2793,0.1149,0.0645,0.1734,0.3376,0.4244,state house,2020,0
52,2.5,utah,9.5,3.6,0.1201505366352274,0.012467283061531,0.5242,41.32,20.35,23.5,10.24,4.6,28.9,5.92,10.42,55.01,28.65,1740.0,84.8,3.95,0.9248,0.0752,3.9,0.0947,0.2941,0.2322,0.379,44924,0.5009,0.1121,0.2471,0.1399,0.0433,0.2159,0.3746,0.3662,state house,2020,0
53,2.0,utah,9.4,6.4,0.069428416664704,0.0064765314052895,0.486,32.46,15.87,20.05,19.19,12.43,36.3,17.37,18.1,35.39,29.15,1390.0,83.2,3.48,0.9394,0.0606,4.0,0.1071,0.2828,0.2271,0.3829,40852,0.4509,0.1544,0.1915,0.2031,0.0593,0.2244,0.3423,0.374,state house,2020,0
54,1.7,utah,16.2,6.8,0.0822771703114645,0.0065026507620941,0.4959,30.79,17.59,20.71,19.09,11.82,36.3,10.69,16.68,35.26,37.37,1578.0,72.8,3.5,0.8826,0.1174,5.0,0.13,0.3071,0.2263,0.3366,40128,0.4424,0.1767,0.2156,0.1653,0.053,0.2021,0.287,0.4579,state house,2020,0
55,12.6,utah,7.7,15.3,0.1259642686634671,0.0045480815136819,0.5007,35.35,20.13,19.11,14.62,10.79,31.2,31.59,27.22,35.47,5.72,818.0,78.0,3.98,0.9697,0.0303,12.7,0.1805,0.3267,0.2354,0.2573,30868,0.2937,0.1676,0.2223,0.3164,0.1272,0.3908,0.3403,0.1417,state house,2020,0
56,3.7,utah,9.5,6.1,0.0849816167915483,0.0058407409131102,0.4893,38.57,19.93,19.18,13.16,9.16,28.0,15.5,17.64,47.38,19.48,1368.0,77.8,3.91,0.9411,0.0589,6.7,0.1042,0.3277,0.2298,0.3384,32859,0.4518,0.1239,0.2749,0.1494,0.0639,0.2127,0.3907,0.3327,state house,2020,0
57,5.4,utah,12.4,7.4,0.0915602327252497,0.0040332862010616,0.4806,35.47,23.87,18.2,12.52,9.94,28.0,13.05,16.42,56.12,14.4,1325.0,67.4,3.73,0.918,0.082,6.6,0.1383,0.336,0.2428,0.2828,32547,0.453,0.1221,0.2632,0.1617,0.0402,0.2017,0.4066,0.3515,state house,2020,0
58,7.6,utah,9.1,11.1,0.108069798132851,0.0059875849259494,0.4783,32.82,20.31,19.08,14.6,13.19,32.2,27.16,30.36,36.71,5.77,871.0,77.2,3.54,0.9436,0.0564,13.7,0.16,0.3961,0.2512,0.1927,25689,0.3288,0.1872,0.2035,0.2805,0.088,0.3308,0.4137,0.1675,state house,2020,0
59,6.2,utah,19.3,9.3,0.1144719632958957,0.0090099441549544,0.4975,34.89,30.98,15.59,11.02,7.52,26.1,13.31,18.52,53.55,14.62,1306.0,62.5,3.7,0.8524,0.1476,10.0,0.194,0.4145,0.1722,0.2193,29888,0.3895,0.1658,0.2439,0.2007,0.0684,0.2058,0.4089,0.3169,state house,2020,0
60,4.8,utah,21.0,12.5,0.1422668524479892,0.0052611348676308,0.4971,32.44,28.26,16.42,11.32,11.56,27.1,16.64,30.19,42.11,11.06,1061.0,58.6,3.55,0.8471,0.1529,10.7,0.1909,0.3831,0.2016,0.2244,25973,0.3971,0.1578,0.2612,0.1839,0.0619,0.1977,0.426,0.3144,state house,2020,0
61,7.3,utah,23.3,10.6,0.1164332710376078,0.0129796984204193,0.5198,31.1,35.14,14.47,10.46,8.83,25.6,13.97,26.8,52.3,6.93,1118.0,52.7,3.47,0.8364,0.1636,14.4,0.2179,0.4032,0.2053,0.1736,24383,0.3925,0.1622,0.2611,0.1843,0.0732,0.1966,0.4321,0.2981,state house,2020,0
