district,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,state
22b,28.66,16.66,16.34,19.12,19.22,38.8,minnesota
23a,22.85,15.76,15.8,22.31,23.29,46.0,minnesota
23b,25.92,15.8,18.13,21.77,18.38,41.3,minnesota
24a,26.66,17.47,18.96,19.33,17.58,39.5,minnesota
24b,24.53,18.63,19.33,20.23,17.28,39.9,minnesota
25a,30.18,19.22,20.44,19.01,11.16,35.4,minnesota
25b,24.48,23.44,16.62,18.62,16.84,36.5,minnesota
26a,24.83,22.61,20.56,16.06,15.94,37.2,minnesota
26b,27.17,15.21,18.68,21.82,17.13,40.2,minnesota
27a,24.55,15.8,16.18,21.4,22.07,43.9,minnesota
27b,27.15,17.63,17.77,19.15,18.3,39.2,minnesota
28a,23.71,27.37,14.18,17.55,17.2,34.0,minnesota
28b,25.13,14.96,16.83,21.9,21.18,43.5,minnesota
29a,29.22,14.78,19.84,21.41,14.75,38.9,minnesota
29b,28.16,17.91,20.83,18.99,14.1,38.0,minnesota
30a,28.74,21.08,20.93,19.11,10.14,35.1,minnesota
30b,33.43,17.31,24.15,16.39,8.72,34.5,minnesota
31a,27.88,16.84,21.66,22.12,11.49,39.3,minnesota
31b,24.52,15.26,19.07,26.12,15.02,43.0,minnesota
32a,25.49,19.18,18.39,22.08,14.86,38.6,minnesota
32b,26.33,16.57,19.87,21.44,15.79,40.9,minnesota
33a,27.83,10.54,21.28,23.87,16.47,44.6,minnesota
33b,23.61,13.27,19.24,26.94,16.94,45.4,minnesota
34a,29.74,12.93,21.33,24.18,11.81,39.9,minnesota
34b,25.79,17.72,20.72,22.11,13.66,40.2,minnesota
35a,26.73,20.36,19.31,19.21,14.4,37.1,minnesota
35b,27.31,16.0,20.55,21.78,14.36,39.9,minnesota
36a,25.29,18.87,21.23,21.09,13.52,38.9,minnesota
36b,25.86,19.91,20.32,19.63,14.28,38.1,minnesota
37a,23.76,20.15,19.35,20.21,16.53,40.4,minnesota
37b,30.3,16.72,22.73,19.86,10.39,36.8,minnesota
38a,26.12,17.32,20.57,23.38,12.62,39.9,minnesota
38b,22.89,17.74,17.81,22.85,18.71,43.1,minnesota
39a,24.41,18.09,17.25,22.35,17.9,41.5,minnesota
39b,22.94,17.04,18.56,24.15,17.31,43.4,minnesota
40a,32.43,22.84,20.92,15.15,8.67,31.7,minnesota
40b,29.68,24.01,18.16,16.42,11.74,32.7,minnesota
41a,24.34,23.56,18.73,17.14,16.24,36.1,minnesota
41b,23.6,21.66,17.84,18.64,18.27,37.9,minnesota
42a,26.26,17.27,17.16,20.3,19.0,41.1,minnesota
42b,22.44,18.27,17.41,21.76,20.12,43.2,minnesota
43a,24.58,19.43,16.94,19.8,19.25,39.5,minnesota
43b,25.94,22.84,14.96,21.37,14.89,36.4,minnesota
44a,28.04,15.34,23.35,19.99,13.28,38.9,minnesota
44b,20.41,18.22,16.82,23.3,21.24,44.8,minnesota
45a,23.26,21.04,18.97,19.71,17.01,39.3,minnesota
45b,20.05,21.19,18.32,20.71,19.74,40.7,minnesota
46a,19.46,25.28,20.0,18.33,16.94,38.2,minnesota
46b,19.75,30.03,17.29,16.53,16.41,35.1,minnesota
47a,30.03,15.46,21.68,20.48,12.35,37.8,minnesota
47b,28.8,17.08,21.26,20.72,12.14,38.0,minnesota
48a,25.24,15.13,19.78,21.91,17.93,42.6,minnesota
48b,27.25,13.89,22.97,22.2,13.69,39.8,minnesota
49a,26.18,12.99,19.7,21.74,19.4,43.7,minnesota
49b,18.73,17.85,18.54,19.99,24.89,46.1,minnesota
50a,23.2,23.73,19.8,17.78,15.49,36.8,minnesota
50b,21.26,19.99,17.93,21.28,19.54,42.0,minnesota
51a,24.04,23.09,22.14,17.29,13.44,36.4,minnesota
51b,25.82,15.96,19.21,25.5,13.51,41.0,minnesota
52a,22.07,18.92,17.71,20.54,20.75,42.1,minnesota
52b,24.24,18.61,19.01,21.57,16.57,40.4,minnesota
53a,24.46,19.65,19.0,21.16,15.73,39.4,minnesota
53b,32.27,13.63,24.8,19.03,10.27,37.8,minnesota
54a,28.73,18.54,21.75,17.98,13.0,36.6,minnesota
54b,25.71,16.76,21.37,19.9,16.26,39.8,minnesota
55a,30.35,19.41,25.58,15.58,9.08,35.1,minnesota
55b,29.9,14.47,21.8,21.27,12.56,39.2,minnesota
56a,27.57,19.69,20.72,21.37,10.65,36.7,minnesota
56b,26.82,19.21,15.93,20.02,18.03,37.4,minnesota
57a,27.47,19.73,21.85,19.16,11.78,36.4,minnesota
57b,28.9,17.43,21.4,19.69,12.58,37.8,minnesota
58a,29.68,18.28,20.11,22.54,9.39,36.5,minnesota
58b,30.44,15.81,22.44,19.94,11.37,37.1,minnesota
59a,32.23,21.54,21.52,16.94,7.77,32.5,minnesota
59b,23.59,33.53,18.08,15.7,9.1,32.4,minnesota
60a,16.4,35.24,20.81,15.45,12.1,34.2,minnesota
60b,27.07,51.08,8.08,7.28,6.49,22.4,minnesota
61a,11.75,38.34,18.49,17.05,14.37,35.0,minnesota
61b,23.65,25.29,22.75,15.56,12.75,35.6,minnesota
62a,28.2,34.37,18.86,13.03,5.55,29.2,minnesota
62b,26.16,30.58,21.26,14.22,7.77,32.2,minnesota
63a,19.15,24.34,22.91,19.92,13.68,38.4,minnesota
63b,23.24,21.03,22.82,20.47,12.44,38.5,minnesota
64a,19.92,33.05,16.91,17.49,12.63,33.1,minnesota
64b,21.82,22.59,20.17,19.07,16.36,38.4,minnesota
65a,30.47,26.56,19.32,14.08,9.55,31.0,minnesota
65b,22.9,26.49,19.26,18.99,12.36,35.4,minnesota
66a,23.47,23.23,17.58,17.67,18.05,37.1,minnesota
66b,31.88,27.0,18.54,15.18,7.4,30.1,minnesota
67a,34.45,25.2,18.52,13.97,7.86,29.9,minnesota
67b,31.81,26.74,16.9,14.3,10.24,30.0,minnesota
1,25.03,23.38,14.84,18.13,18.62,36.5,missouri
2,24.48,17.7,17.79,20.14,19.89,41.3,missouri
3,26.57,25.34,13.88,17.31,16.9,33.3,missouri
4,27.74,16.02,16.19,20.12,19.94,41.2,missouri
5,26.36,17.76,17.85,19.7,18.32,39.7,missouri
6,26.42,16.96,16.66,19.84,20.12,40.8,missouri
7,25.14,18.55,16.76,19.1,20.44,40.5,missouri
8,26.23,16.23,17.64,21.92,17.98,41.0,missouri
9,23.59,18.88,17.29,20.35,19.9,41.9,missouri
10,25.87,23.08,19.66,18.1,13.29,35.9,missouri
11,26.05,17.36,18.14,21.37,17.08,40.6,missouri
12,30.11,16.69,21.72,18.2,13.29,36.8,missouri
13,27.04,16.62,21.17,21.28,13.88,39.6,missouri
14,22.24,24.23,19.39,18.58,15.55,37.2,missouri
15,23.62,21.67,19.09,18.68,16.94,38.1,missouri
16,29.64,17.48,24.34,18.48,10.05,37.1,missouri
17,26.53,23.12,19.09,18.82,12.44,35.2,missouri
18,21.86,23.79,17.95,18.48,17.92,38.1,missouri
19,34.39,19.01,19.54,18.25,8.82,32.4,missouri
20,28.11,18.66,19.55,18.58,15.1,37.2,missouri
21,23.94,21.12,17.17,18.87,18.9,38.3,missouri
22,25.71,21.18,16.27,21.69,15.15,37.9,missouri
23,31.15,17.98,17.34,20.52,13.0,35.4,missouri
24,10.46,46.56,18.42,15.68,8.9,32.1,missouri
25,18.51,25.92,19.19,19.86,16.51,38.8,missouri
26,25.86,26.47,18.13,16.28,13.26,33.4,missouri
27,27.72,22.43,16.67,20.28,12.91,34.9,missouri
28,22.33,19.52,19.46,22.21,16.48,41.3,missouri
29,25.11,16.99,18.35,19.31,20.23,41.0,missouri
30,23.97,16.3,16.9,21.46,21.37,44.0,missouri
31,29.15,18.47,18.84,19.22,14.31,37.1,missouri
32,30.95,17.1,22.01,17.73,12.21,36.3,missouri
33,27.31,17.48,18.22,20.64,16.35,39.2,missouri
34,31.78,15.07,22.69,19.35,11.12,37.0,missouri
35,24.29,19.82,19.37,19.06,17.46,37.6,missouri
36,26.12,26.07,14.43,16.37,17.0,33.6,missouri
37,26.34,19.45,20.41,17.93,15.87,38.4,missouri
38,27.3,18.51,21.22,18.48,14.5,38.0,missouri
39,24.26,15.96,17.45,21.91,20.42,43.5,missouri
40,24.05,17.26,17.09,21.7,19.9,42.4,missouri
41,26.99,17.47,20.18,20.53,14.83,39.1,missouri
42,26.01,16.88,17.83,21.33,17.95,41.3,missouri
43,24.46,17.44,17.84,21.97,18.29,41.5,missouri
44,25.07,26.15,18.43,16.28,14.07,34.5,missouri
45,30.33,40.11,12.8,11.57,5.2,22.6,missouri
46,19.26,34.9,14.44,17.28,14.12,31.8,missouri
47,23.42,22.29,21.6,18.88,13.81,37.5,missouri
48,24.87,19.56,16.75,20.12,18.7,39.2,missouri
49,25.39,20.58,20.04,18.29,15.71,37.2,missouri
50,26.27,21.07,19.5,17.84,15.32,36.7,missouri
51,28.09,22.28,15.64,18.09,15.9,34.7,missouri
52,27.76,25.98,16.23,15.92,14.12,32.3,missouri
53,24.66,16.79,17.56,21.91,19.09,42.8,missouri
54,25.7,25.24,16.11,18.47,14.48,34.2,missouri
55,26.5,14.22,19.73,22.93,16.62,42.3,missouri
56,26.77,18.77,17.53,19.47,17.46,38.8,missouri
57,24.19,15.55,17.01,21.13,22.13,44.7,missouri
58,25.09,16.35,16.81,20.5,21.25,42.1,missouri
59,23.91,19.25,19.76,20.85,16.22,40.2,missouri
60,26.07,20.71,18.07,18.96,16.2,37.6,missouri
61,23.85,17.72,15.45,23.07,19.9,43.2,missouri
62,25.0,16.17,17.08,22.75,19.01,42.9,missouri
63,30.59,17.27,21.62,16.49,14.04,36.9,missouri
64,27.14,19.05,18.84,20.34,14.64,37.6,missouri
65,20.8,29.22,15.0,18.23,16.75,35.0,missouri
66,29.02,19.94,16.13,20.07,14.84,36.2,missouri
67,24.21,18.26,16.7,21.31,19.53,42.5,missouri
68,25.34,20.63,18.99,20.61,14.43,38.1,missouri
69,28.37,19.65,17.9,20.36,13.72,37.1,missouri
70,21.86,18.73,20.78,21.09,17.54,41.5,missouri
71,19.26,24.22,17.14,19.35,20.03,40.1,missouri
72,22.78,24.38,16.51,20.52,15.81,37.1,missouri
73,28.26,22.94,18.21,17.23,13.37,33.9,missouri
74,27.61,22.19,17.35,21.61,11.24,35.1,missouri
75,25.47,22.53,15.78,18.86,17.36,36.9,missouri
76,24.27,18.4,17.91,21.01,18.42,42.3,missouri
77,18.33,31.82,14.94,17.21,17.69,34.9,missouri
78,21.96,32.7,18.21,17.36,9.77,32.8,missouri
79,23.34,28.18,19.34,18.82,10.32,34.1,missouri
80,20.58,31.19,21.52,17.3,9.42,34.3,missouri
81,26.0,22.46,20.13,20.36,11.05,35.7,missouri
82,18.07,22.2,20.34,21.29,18.1,41.8,missouri
83,19.42,29.04,20.9,18.08,12.55,36.2,missouri
84,18.15,29.69,16.63,19.16,16.37,36.0,missouri
85,26.29,19.06,17.76,20.05,16.84,38.5,missouri
86,21.07,27.15,15.55,20.04,16.19,36.6,missouri
87,26.48,22.33,18.02,16.95,16.23,36.1,missouri
88,23.39,17.7,17.0,19.23,22.68,44.2,missouri
89,24.66,9.78,17.24,23.47,24.86,48.7,missouri
90,27.47,13.05,20.03,19.2,20.25,42.1,missouri
91,22.71,18.1,17.43,20.64,21.13,41.8,missouri
92,20.64,21.94,17.9,20.78,18.75,40.2,missouri
93,24.58,21.64,19.63,18.93,15.22,37.6,missouri
94,20.1,20.25,18.95,20.06,20.65,41.7,missouri
95,22.34,14.41,17.27,26.34,19.64,47.9,missouri
96,20.98,13.48,16.13,22.31,27.1,49.5,missouri
97,24.86,18.85,19.21,20.74,16.34,39.3,missouri
98,27.44,11.51,20.75,23.23,17.08,43.7,missouri
99,24.85,20.33,20.77,18.31,15.74,38.9,missouri
100,23.5,14.65,18.15,20.85,22.84,45.7,missouri
101,25.7,13.94,18.43,23.38,18.55,44.3,missouri
102,27.1,15.03,19.63,24.17,14.07,41.7,missouri
103,25.82,17.18,21.5,22.11,13.39,39.5,missouri
104,28.44,17.36,20.94,19.59,13.68,37.3,missouri
105,22.32,17.74,18.98,23.53,17.42,42.4,missouri
106,19.71,24.95,17.52,19.72,18.1,39.4,missouri
107,24.32,18.77,20.34,21.74,14.83,39.8,missouri
108,29.32,15.23,22.29,18.21,14.95,38.9,missouri
109,27.04,18.04,16.52,23.07,15.33,38.6,missouri
110,27.97,12.79,20.85,21.88,16.5,42.1,missouri
111,23.5,17.1,19.87,25.27,14.26,41.6,missouri
112,24.55,17.73,21.86,22.97,12.89,40.5,missouri
113,27.46,21.58,19.45,18.6,12.91,35.7,missouri
114,25.29,18.64,19.03,19.89,17.15,39.0,missouri
115,21.73,16.66,19.9,23.32,18.4,43.9,missouri
116,23.52,16.74,18.83,20.94,19.96,42.2,missouri
117,24.75,22.13,18.85,19.11,15.15,37.1,missouri
118,26.73,17.79,19.63,21.0,14.85,37.9,missouri
119,23.88,17.21,19.97,21.36,17.58,42.4,missouri
120,25.82,16.1,17.55,21.96,18.57,41.5,missouri
121,25.3,27.82,15.26,15.82,15.8,32.3,missouri
122,33.94,32.53,15.99,11.13,6.41,26.7,missouri
123,22.64,17.76,16.42,22.49,20.69,43.8,missouri
124,20.09,11.84,14.91,24.04,29.12,52.4,missouri
125,20.5,12.38,14.12,22.95,30.05,52.7,missouri
126,26.5,16.66,16.39,20.8,19.66,41.6,missouri
127,25.74,14.88,17.84,21.09,20.44,42.8,missouri
128,26.79,18.65,16.84,19.03,18.69,38.6,missouri
129,28.38,15.84,17.31,20.21,18.25,39.4,missouri
130,30.17,19.32,20.74,15.74,14.04,35.3,missouri
131,23.97,21.99,17.83,20.9,15.32,38.2,missouri
132,27.71,36.43,13.77,13.96,8.13,24.6,missouri
133,22.22,24.26,17.93,18.08,17.51,38.0,missouri
134,19.47,29.02,18.48,16.45,16.57,36.2,missouri
135,24.28,28.18,15.74,16.04,15.77,33.5,missouri
136,19.97,16.03,18.6,19.19,26.22,47.3,missouri
137,27.17,17.73,17.84,19.58,17.69,38.7,missouri
138,18.35,12.13,15.25,23.93,30.33,53.7,missouri
139,27.28,19.9,20.19,18.07,14.55,37.6,missouri
140,28.0,16.91,19.99,18.66,16.45,39.2,missouri
141,29.49,15.36,17.23,20.41,17.51,39.4,missouri
142,23.76,16.28,18.34,21.18,20.45,43.0,missouri
143,24.16,14.61,16.34,22.56,22.34,46.1,missouri
144,23.42,15.13,16.51,23.13,21.81,46.0,missouri
145,24.56,16.31,17.69,22.17,19.28,43.0,missouri
146,26.67,19.34,18.65,20.3,15.04,37.8,missouri
147,23.33,27.12,14.43,16.96,18.16,34.6,missouri
148,23.45,19.23,19.04,19.37,18.9,40.8,missouri
149,27.42,17.33,16.6,20.35,18.3,40.2,missouri
150,27.79,17.45,17.47,19.6,17.69,38.9,missouri
151,24.65,17.6,18.45,20.09,19.22,41.6,missouri
152,26.12,17.68,17.79,19.61,18.81,40.4,missouri
153,24.87,15.78,18.07,21.19,20.09,43.4,missouri
154,26.22,17.44,17.07,19.7,19.57,40.6,missouri
155,21.21,13.66,15.08,23.47,26.58,50.0,missouri
156,25.46,19.36,17.11,18.9,19.16,40.4,missouri
157,27.42,17.03,17.31,19.93,18.3,39.4,missouri
158,25.58,15.74,17.31,20.6,20.77,42.8,missouri
159,27.21,17.54,17.64,20.91,16.71,39.7,missouri
160,26.55,18.69,17.84,19.47,17.45,38.4,missouri
161,25.0,22.84,17.66,17.53,16.97,36.4,missouri
162,26.8,21.2,17.77,17.95,16.27,36.5,missouri
163,29.79,19.24,19.82,17.29,13.86,35.5,missouri
1,18.66,14.89,14.94,25.0,26.51,51.1,montana
2,20.75,8.72,14.34,25.46,30.73,54.8,montana
3,25.01,9.69,22.31,24.62,18.37,44.5,montana
4,24.21,20.05,18.21,20.06,17.48,38.2,montana
5,16.63,22.25,17.82,21.13,22.16,44.2,montana
6,23.38,10.73,20.98,24.16,20.75,46.8,montana
7,25.68,23.52,21.18,15.91,13.71,35.3,montana
8,32.47,16.36,20.29,15.59,15.3,35.8,montana
9,25.79,19.8,16.98,21.87,15.56,38.6,montana
10,18.74,15.75,13.66,24.22,27.63,52.5,montana
11,21.43,13.27,13.33,27.02,24.94,51.5,montana
12,22.18,13.6,14.6,22.38,27.25,49.6,montana
13,20.76,9.72,15.17,26.82,27.52,53.2,montana
14,18.94,12.32,13.97,24.53,30.25,54.6,montana
15,35.32,20.7,13.87,16.03,14.09,30.3,montana
16,31.16,21.66,16.95,18.08,12.15,32.9,montana
17,25.75,13.22,15.49,22.28,23.25,45.2,montana
18,26.43,15.73,17.19,22.69,17.96,40.4,montana
19,21.11,15.07,15.14,24.01,24.67,49.2,montana
20,26.51,11.12,15.83,22.74,23.8,46.0,montana
21,23.89,15.91,19.26,21.74,19.2,41.3,montana
22,24.28,22.42,14.99,20.89,17.42,38.0,montana
23,24.18,23.51,13.24,18.88,20.18,37.8,montana
24,27.37,21.61,15.4,17.15,18.47,35.8,montana
25,20.72,27.21,18.44,18.37,15.26,35.8,montana
26,26.94,34.98,15.75,11.47,10.85,28.2,montana
27,26.24,13.41,18.93,21.83,19.6,43.0,montana
28,28.28,24.18,16.02,14.83,16.68,32.9,montana
29,20.35,17.46,14.31,22.72,25.15,47.9,montana
30,23.88,11.61,17.72,22.93,23.87,46.7,montana
31,36.58,19.98,14.77,16.47,12.2,30.0,montana
32,35.38,20.08,16.36,17.08,11.1,30.8,montana
33,22.62,15.94,15.58,21.66,24.21,47.0,montana
34,24.6,13.2,18.05,22.6,21.55,43.8,montana
35,28.56,18.98,17.91,19.4,15.15,38.0,montana
36,23.11,18.13,17.43,21.4,19.93,42.5,montana
37,24.44,16.11,15.78,21.47,22.2,43.2,montana
38,23.2,17.5,17.99,20.7,20.62,42.4,montana
39,26.16,16.52,17.61,19.61,20.1,41.5,montana
40,22.19,11.07,17.97,28.13,20.63,49.2,montana
41,32.15,18.59,14.24,21.76,13.26,34.3,montana
42,38.8,17.94,16.15,15.27,11.85,29.8,montana
43,28.12,21.51,21.8,13.9,14.67,35.4,montana
44,25.15,20.4,16.87,18.5,19.08,37.7,montana
45,29.45,18.8,21.12,19.93,10.71,37.3,montana
46,23.48,9.19,21.57,17.81,27.95,46.8,montana
47,26.91,23.64,17.06,16.75,15.64,34.4,montana
48,22.97,24.2,18.13,14.56,20.14,37.0,montana
49,22.62,23.68,18.15,21.14,14.41,37.6,montana
50,27.16,25.59,15.57,18.2,13.49,33.6,montana
51,24.25,29.58,15.82,17.48,12.88,32.3,montana
52,21.61,19.83,18.15,20.72,19.69,40.6,montana
53,27.97,12.02,22.19,22.62,15.21,43.8,montana
54,20.97,21.2,15.94,16.79,25.1,42.1,montana
55,26.14,19.0,16.42,25.09,13.35,38.6,montana
56,27.28,16.19,18.17,19.98,18.38,40.7,montana
57,23.21,13.26,16.64,23.88,23.02,47.5,montana
58,19.74,11.94,17.57,25.12,25.63,51.1,montana
59,16.48,14.92,15.2,26.56,26.85,52.9,montana
60,21.01,19.59,20.66,18.68,20.05,42.5,montana
61,24.84,14.48,18.67,23.27,18.75,43.5,montana
62,19.46,33.42,16.53,15.12,15.47,32.6,montana
63,33.81,36.61,14.22,7.79,7.57,24.1,montana
64,25.35,17.21,26.28,17.11,14.04,38.3,montana
65,13.7,45.11,17.71,13.78,9.69,29.9,montana
66,14.08,52.82,14.17,10.39,8.54,27.8,montana
67,29.22,23.69,22.3,15.4,9.38,33.4,montana
68,27.7,21.59,22.49,17.6,10.61,35.3,montana
69,23.32,12.55,19.6,25.63,18.9,46.2,montana
70,21.22,13.41,18.16,25.29,21.92,47.4,montana
71,18.12,15.16,13.74,24.58,28.4,52.6,montana
72,21.72,19.91,15.38,21.02,21.98,42.8,montana
73,22.41,18.79,17.31,22.58,18.91,41.9,montana
74,20.96,29.92,18.56,17.73,12.83,33.4,montana
75,23.31,13.52,18.2,25.02,19.95,46.6,montana
76,25.19,16.11,15.26,18.78,24.67,42.2,montana
77,18.19,13.42,17.95,24.98,25.46,50.2,montana
78,16.37,16.8,22.33,23.23,21.27,46.4,montana
79,25.3,15.08,20.51,21.95,17.16,41.4,montana
80,23.92,15.93,16.57,25.52,18.06,42.5,montana
81,24.45,23.09,14.14,21.67,16.64,36.9,montana
82,23.21,16.36,18.02,22.0,20.4,43.4,montana
83,27.31,21.5,18.84,15.68,16.67,35.8,montana
84,21.34,18.3,19.46,18.66,22.24,44.4,montana
85,16.22,13.17,18.19,23.05,29.37,53.2,montana
86,18.47,11.86,20.16,22.1,27.4,49.7,montana
87,23.18,15.47,12.72,24.39,24.25,47.9,montana
88,25.15,11.79,16.05,24.02,23.0,47.6,montana
89,29.72,26.44,11.71,17.2,14.93,27.7,montana
90,22.92,27.49,21.33,15.87,12.39,34.7,montana
91,15.77,36.38,16.33,17.96,13.56,32.6,montana
92,18.25,19.29,17.21,22.26,22.98,45.1,montana
93,26.6,16.03,18.27,20.38,18.72,39.6,montana
94,19.16,21.1,25.48,20.71,13.54,40.7,montana
95,15.92,37.49,18.32,17.68,10.59,33.4,montana
96,27.35,19.64,22.52,13.41,17.08,36.3,montana
97,25.79,20.06,18.15,21.51,14.49,39.7,montana
98,22.76,20.28,18.05,15.99,22.92,40.2,montana
99,26.23,22.65,19.3,16.98,14.84,35.5,montana
100,18.91,36.07,17.33,15.35,12.34,32.9,montana
1,28.73,20.17,21.34,15.65,14.1,35.8,nevada
2,24.37,15.28,22.58,20.8,16.98,42.9,nevada
3,28.31,22.15,19.14,18.1,12.3,34.6,nevada
4,25.31,21.67,19.8,19.32,13.89,36.9,nevada
5,18.58,21.25,20.4,21.18,18.59,42.5,nevada
6,32.61,21.04,19.31,16.41,10.62,31.8,nevada
7,29.73,22.95,19.24,16.67,11.41,33.3,nevada
8,20.27,25.22,21.83,19.46,13.21,37.3,nevada
9,25.24,21.87,23.77,16.89,12.23,36.7,nevada
10,25.42,22.02,20.08,17.46,15.03,36.9,nevada
11,28.92,23.24,21.24,16.79,9.81,33.3,nevada
12,24.54,19.44,19.04,19.72,17.27,39.7,nevada
13,29.47,16.55,21.3,18.7,13.98,38.3,nevada
14,30.05,23.27,21.1,16.14,9.43,32.7,nevada
15,25.26,21.13,17.79,20.53,15.28,37.9,nevada
16,21.17,25.96,21.68,18.42,12.77,36.6,nevada
17,32.98,22.32,21.04,15.17,8.48,31.1,nevada
18,25.16,23.22,21.07,17.11,13.44,35.9,nevada
19,24.41,17.44,16.89,18.89,22.37,41.5,nevada
20,22.95,22.66,19.36,18.28,16.76,38.0,nevada
21,21.56,20.39,22.11,20.76,15.18,40.0,nevada
22,23.81,16.7,21.3,19.96,18.23,42.5,nevada
23,19.5,12.22,16.21,19.23,32.85,51.9,nevada
24,22.44,29.57,16.53,18.55,12.91,33.6,nevada
25,23.01,16.69,18.41,20.99,20.89,43.6,nevada
26,22.41,18.53,18.74,21.5,18.83,42.1,nevada
27,23.42,26.57,18.43,17.43,14.14,35.0,nevada
28,36.31,21.88,19.4,14.3,8.1,29.0,nevada
29,22.33,20.89,19.59,20.4,16.79,40.3,nevada
30,24.69,23.18,19.35,17.75,15.03,36.5,nevada
31,27.31,19.97,20.37,17.65,14.7,37.0,nevada
32,24.81,17.03,17.68,22.92,17.56,42.0,nevada
33,27.56,20.49,19.7,19.06,13.19,36.2,nevada
34,21.88,21.25,20.38,20.23,16.26,40.6,nevada
35,27.85,21.38,25.87,14.56,10.34,35.4,nevada
36,22.18,18.66,19.02,19.79,20.35,41.8,nevada
37,20.87,15.93,17.75,20.7,24.75,46.5,nevada
38,23.64,17.88,16.56,20.94,20.97,43.3,nevada
39,19.49,13.96,16.23,23.72,26.61,50.3,nevada
40,22.17,17.81,17.34,22.17,20.5,43.2,nevada
41,24.1,24.21,22.09,18.03,11.57,35.9,nevada
42,20.63,25.39,19.39,19.64,14.94,37.7,nevada
1,29.39,17.03,19.0,18.45,16.12,37.0,new mexico
2,30.6,20.68,19.81,16.01,12.91,34.1,new mexico
3,27.98,18.38,16.21,19.82,17.61,38.9,new mexico
4,30.17,20.86,17.98,18.61,12.39,34.2,new mexico
5,30.1,22.77,16.83,17.42,12.87,33.1,new mexico
6,26.69,20.73,18.9,20.08,13.59,36.8,new mexico
7,27.52,19.54,16.91,19.35,16.68,37.4,new mexico
8,24.55,18.11,20.68,19.39,17.28,38.9,new mexico
9,32.48,22.05,16.61,16.93,11.94,31.8,new mexico
10,28.86,23.74,16.76,16.55,14.08,34.0,new mexico
11,18.5,25.08,18.83,19.42,18.16,39.3,new mexico
12,30.6,20.23,22.04,14.98,12.16,34.1,new mexico
13,35.75,26.77,19.69,12.28,5.51,28.5,new mexico
14,27.57,18.17,18.7,21.26,14.3,38.2,new mexico
15,21.46,19.48,18.24,21.66,19.16,41.6,new mexico
16,22.56,20.68,19.06,18.4,19.29,39.6,new mexico
17,21.82,19.7,17.26,21.23,19.99,42.9,new mexico
18,21.2,35.34,16.44,15.71,11.3,30.8,new mexico
19,22.47,20.98,18.73,19.45,18.36,39.9,new mexico
20,19.5,20.01,19.43,18.54,22.53,43.1,new mexico
21,28.21,24.58,19.17,18.06,9.97,32.4,new mexico
22,17.96,11.05,14.95,31.44,24.6,54.1,new mexico
23,19.76,20.13,18.47,18.92,22.71,43.2,new mexico
24,20.03,21.25,18.43,18.23,22.07,40.9,new mexico
25,19.44,22.88,18.83,21.44,17.41,40.8,new mexico
26,25.3,27.23,22.68,15.71,9.09,33.5,new mexico
27,19.3,19.98,16.82,20.61,23.3,44.0,new mexico
28,21.95,18.14,17.08,21.06,21.77,42.1,new mexico
29,30.76,19.49,21.27,17.96,10.51,34.9,new mexico
30,24.13,23.34,17.7,18.17,16.67,36.7,new mexico
31,22.35,11.48,18.18,25.54,22.46,48.9,new mexico
32,28.02,18.56,15.12,17.62,20.68,37.8,new mexico
33,26.74,29.13,14.55,14.36,15.22,29.5,new mexico
34,32.0,18.57,17.22,16.4,15.81,34.5,new mexico
35,26.21,27.73,13.59,15.64,16.83,32.4,new mexico
36,30.48,22.94,15.49,16.92,14.17,32.7,new mexico
37,26.38,22.24,19.03,13.94,18.42,35.7,new mexico
38,20.57,12.94,17.04,19.01,30.44,49.0,new mexico
39,22.03,19.67,16.02,19.54,22.74,43.0,new mexico
40,22.5,15.82,15.4,23.69,22.59,46.9,new mexico
41,24.86,14.19,18.04,20.43,22.48,43.0,new mexico
42,20.07,15.93,16.32,22.34,25.35,47.6,new mexico
43,25.23,16.34,19.93,20.86,17.63,41.5,new mexico
44,22.55,17.05,18.97,21.91,19.52,43.1,new mexico
45,23.39,18.43,20.28,21.02,16.88,40.5,new mexico
46,17.77,15.22,17.01,22.48,27.52,50.0,new mexico
47,15.95,13.44,14.72,22.58,33.31,54.5,new mexico
48,21.61,20.65,17.99,18.5,21.25,41.3,new mexico
49,24.5,15.97,15.84,20.74,22.95,43.4,new mexico
50,21.34,12.81,14.22,25.14,26.48,51.2,new mexico
51,24.29,21.72,15.87,18.64,19.48,38.5,new mexico
52,30.13,23.28,16.04,16.23,14.33,31.7,new mexico
53,30.25,28.18,15.71,17.46,8.41,29.8,new mexico
54,28.84,17.78,18.92,18.62,15.84,37.8,new mexico
55,28.37,21.35,16.83,18.1,15.36,35.3,new mexico
56,20.91,20.75,15.99,19.68,22.68,42.5,new mexico
57,32.36,19.62,19.31,19.15,9.56,33.8,new mexico
58,32.55,20.67,17.47,18.23,11.08,32.5,new mexico
59,26.14,15.36,16.6,19.68,22.23,42.3,new mexico
60,25.87,17.94,21.33,16.79,18.08,39.2,new mexico
61,34.92,20.18,17.31,16.02,11.57,30.9,new mexico
62,31.98,22.39,19.49,15.95,10.18,32.4,new mexico
63,30.7,21.77,18.84,16.18,12.51,33.3,new mexico
64,28.69,29.23,15.42,14.57,12.09,30.5,new mexico
