district,less than highschool,highschool,college or associate,bachelor or higher,state
31st middlesex,0.0429,0.1889,0.215,0.5532,massachusetts
32nd middlesex,0.0682,0.2127,0.2311,0.4881,massachusetts
33rd middlesex,0.1382,0.2726,0.2608,0.3283,massachusetts
34th middlesex,0.0904,0.2205,0.2211,0.468,massachusetts
35th middlesex,0.1044,0.2909,0.238,0.3668,massachusetts
36th middlesex,0.0812,0.322,0.2872,0.3096,massachusetts
37th middlesex,0.0549,0.206,0.2186,0.5206,massachusetts
18th worcester,0.0977,0.3331,0.29,0.2792,massachusetts
5th barnstable,0.0413,0.2705,0.3184,0.3698,massachusetts
1st norfolk,0.1151,0.2523,0.2362,0.3964,massachusetts
2nd norfolk,0.1024,0.265,0.238,0.3946,massachusetts
3rd norfolk,0.0744,0.3074,0.2985,0.3196,massachusetts
4th norfolk,0.0679,0.2774,0.2936,0.3611,massachusetts
5th norfolk,0.0707,0.2898,0.2727,0.3669,massachusetts
6th norfolk,0.074,0.2348,0.2698,0.4213,massachusetts
7th norfolk,0.0963,0.2293,0.2659,0.4085,massachusetts
8th norfolk,0.0619,0.1781,0.2265,0.5335,massachusetts
9th norfolk,0.0583,0.2179,0.2433,0.4805,massachusetts
10th norfolk,0.0424,0.2072,0.2566,0.4939,massachusetts
11th norfolk,0.0592,0.2098,0.2035,0.5274,massachusetts
12th norfolk,0.0647,0.2418,0.2414,0.4521,massachusetts
13th norfolk,0.0355,0.1019,0.1535,0.7091,massachusetts
14th norfolk,0.0229,0.106,0.1793,0.6917,massachusetts
15th norfolk,0.0302,0.07,0.1474,0.7525,massachusetts
1st plymouth,0.0535,0.2773,0.3191,0.3501,massachusetts
2nd plymouth,0.0926,0.3491,0.3263,0.2321,massachusetts
3rd plymouth,0.0302,0.1739,0.2027,0.5932,massachusetts
4th plymouth,0.0521,0.1946,0.2957,0.4576,massachusetts
5th plymouth,0.0521,0.284,0.264,0.4,massachusetts
6th plymouth,0.0456,0.2542,0.2919,0.4083,massachusetts
7th plymouth,0.0588,0.3213,0.3426,0.2773,massachusetts
8th plymouth,0.0709,0.3112,0.3194,0.2985,massachusetts
9th plymouth,0.2464,0.3428,0.2925,0.1183,massachusetts
10th plymouth,0.1293,0.3656,0.314,0.1911,massachusetts
11th plymouth,0.0888,0.2872,0.3208,0.3032,massachusetts
12th plymouth,0.0508,0.3127,0.3075,0.3289,massachusetts
1st suffolk,0.3181,0.3123,0.1568,0.2128,massachusetts
2nd suffolk,0.2361,0.2663,0.1606,0.337,massachusetts
3rd suffolk,0.0919,0.1139,0.1571,0.6371,massachusetts
4th suffolk,0.0875,0.1763,0.1642,0.572,massachusetts
5th suffolk,0.2494,0.3421,0.2682,0.1403,massachusetts
6th suffolk,0.2099,0.3326,0.2945,0.163,massachusetts
7th suffolk,0.0968,0.2061,0.4867,0.2104,massachusetts
8th suffolk,0.0246,0.0946,0.182,0.6988,massachusetts
9th suffolk,0.1084,0.1593,0.2771,0.4551,massachusetts
10th suffolk,0.0521,0.1693,0.1892,0.5894,massachusetts
11th suffolk,0.1606,0.2224,0.2111,0.4059,massachusetts
12th suffolk,0.1401,0.2891,0.2983,0.2725,massachusetts
13th suffolk,0.1659,0.2668,0.2178,0.3494,massachusetts
14th suffolk,0.1235,0.2628,0.292,0.3218,massachusetts
15th suffolk,0.0863,0.1544,0.2176,0.5417,massachusetts
16th suffolk,0.1748,0.3721,0.2455,0.2076,massachusetts
17th suffolk,0.0571,0.1057,0.2339,0.6033,massachusetts
18th suffolk,0.061,0.1627,0.2986,0.4777,massachusetts
19th suffolk,0.1288,0.342,0.28,0.2492,massachusetts
1st worcester,0.0415,0.2213,0.2678,0.4694,massachusetts
2nd worcester,0.1083,0.3434,0.3356,0.2127,massachusetts
3rd worcester,0.1577,0.349,0.3031,0.1901,massachusetts
4th worcester,0.1335,0.3143,0.2845,0.2677,massachusetts
5th worcester,0.0837,0.3675,0.2933,0.2554,massachusetts
6th worcester,0.1171,0.3347,0.3165,0.2317,massachusetts
7th worcester,0.0748,0.3176,0.2776,0.3299,massachusetts
8th worcester,0.059,0.3361,0.3161,0.2889,massachusetts
9th worcester,0.0586,0.2532,0.2705,0.4176,massachusetts
10th worcester,0.0779,0.2553,0.2855,0.3813,massachusetts
11th worcester,0.0541,0.1913,0.2108,0.5438,massachusetts
12th worcester,0.089,0.2575,0.2615,0.392,massachusetts
13th worcester,0.0664,0.2177,0.3338,0.3821,massachusetts
14th worcester,0.1242,0.3011,0.2679,0.3069,massachusetts
15th worcester,0.2089,0.3249,0.2395,0.2267,massachusetts
16th worcester,0.1534,0.3568,0.2887,0.201,massachusetts
17th worcester,0.1445,0.3401,0.3106,0.2048,massachusetts
1,0.1359,0.32,0.3202,0.2239,michigan
2,0.1563,0.2742,0.2951,0.2744,michigan
3,0.1847,0.3508,0.3534,0.1111,michigan
4,0.2338,0.2936,0.3009,0.1717,michigan
5,0.3315,0.3314,0.28,0.0572,michigan
6,0.2423,0.2872,0.2832,0.1874,michigan
7,0.1891,0.334,0.3664,0.1106,michigan
8,0.1812,0.3188,0.3739,0.1261,michigan
9,0.1963,0.3398,0.3632,0.1007,michigan
10,0.1455,0.3273,0.3716,0.1557,michigan
11,0.1354,0.3374,0.3655,0.1618,michigan
12,0.1506,0.3882,0.3494,0.1118,michigan
13,0.1055,0.3428,0.3743,0.1774,michigan
14,0.1633,0.3605,0.3498,0.1264,michigan
15,0.1793,0.2147,0.3298,0.2763,michigan
16,0.1302,0.3283,0.3788,0.1627,michigan
17,0.1074,0.3708,0.3696,0.1521,michigan
18,0.0982,0.3144,0.3841,0.2033,michigan
19,0.0598,0.2397,0.3546,0.3458,michigan
20,0.0458,0.1667,0.2877,0.4999,michigan
21,0.0659,0.2033,0.3149,0.4159,michigan
22,0.1411,0.379,0.3618,0.1181,michigan
23,0.089,0.2945,0.372,0.2445,michigan
24,0.0773,0.271,0.3964,0.2553,michigan
25,0.1058,0.2901,0.3576,0.2464,michigan
26,0.0822,0.1987,0.2924,0.4266,michigan
27,0.0861,0.2392,0.3307,0.3441,michigan
28,0.1684,0.3501,0.3282,0.1533,michigan
29,0.1622,0.2795,0.358,0.2003,michigan
30,0.1408,0.2736,0.3134,0.2722,michigan
31,0.1241,0.329,0.3733,0.1735,michigan
32,0.0916,0.3209,0.3942,0.1933,michigan
33,0.0804,0.2834,0.3741,0.262,michigan
34,0.1882,0.3536,0.3732,0.085,michigan
35,0.0661,0.1895,0.3466,0.3978,michigan
36,0.0841,0.2537,0.3529,0.3093,michigan
37,0.0492,0.1625,0.2861,0.5022,michigan
38,0.0619,0.1707,0.2776,0.4898,michigan
39,0.0661,0.1942,0.305,0.4347,michigan
40,0.0329,0.0979,0.1931,0.676,michigan
41,0.0646,0.1656,0.2501,0.5197,michigan
42,0.0543,0.2355,0.3484,0.3618,michigan
43,0.0814,0.2572,0.3669,0.2944,michigan
44,0.0676,0.2582,0.3624,0.3119,michigan
45,0.0415,0.1606,0.273,0.5249,michigan
46,0.0574,0.233,0.3386,0.371,michigan
47,0.0607,0.2907,0.3843,0.2643,michigan
48,0.1088,0.346,0.3983,0.1469,michigan
49,0.1291,0.3399,0.3748,0.1561,michigan
50,0.0766,0.2828,0.38,0.2606,michigan
51,0.0702,0.2797,0.3843,0.2658,michigan
52,0.0457,0.1941,0.2924,0.4678,michigan
53,0.0281,0.1032,0.3669,0.5018,michigan
54,0.0854,0.1994,0.4144,0.3009,michigan
55,0.0617,0.1414,0.2632,0.5336,michigan
56,0.0888,0.3505,0.3676,0.1931,michigan
57,0.1038,0.3656,0.3544,0.1761,michigan
58,0.1307,0.3872,0.3421,0.1399,michigan
59,0.1501,0.3758,0.3362,0.1378,michigan
60,0.0818,0.204,0.4467,0.2675,michigan
61,0.0445,0.2099,0.3636,0.3821,michigan
62,0.1058,0.3619,0.3585,0.1739,michigan
63,0.0767,0.3113,0.3664,0.2456,michigan
64,0.1104,0.3135,0.3725,0.2036,michigan
65,0.1009,0.3538,0.3749,0.1703,michigan
66,0.1368,0.3265,0.3336,0.2031,michigan
67,0.0792,0.2635,0.3923,0.265,michigan
68,0.1207,0.2504,0.387,0.2419,michigan
69,0.0236,0.1153,0.445,0.4162,michigan
70,0.1226,0.3885,0.3707,0.1182,michigan
71,0.0674,0.289,0.3967,0.2469,michigan
72,0.11,0.3025,0.3315,0.256,michigan
73,0.0537,0.2198,0.3122,0.4143,michigan
74,0.0932,0.2985,0.3559,0.2524,michigan
75,0.2019,0.2416,0.3202,0.2363,michigan
76,0.0884,0.2122,0.347,0.3525,michigan
77,0.1374,0.3096,0.3405,0.2125,michigan
78,0.1118,0.3152,0.3495,0.2236,michigan
79,0.1202,0.2871,0.3334,0.2593,michigan
80,0.1101,0.376,0.3125,0.2014,michigan
81,0.103,0.3563,0.3714,0.1693,michigan
82,0.1064,0.3686,0.3613,0.1636,michigan
83,0.127,0.3817,0.3489,0.1424,michigan
84,0.1168,0.4208,0.3286,0.1338,michigan
85,0.0911,0.3748,0.3884,0.1457,michigan
86,0.0813,0.2704,0.3146,0.3338,michigan
87,0.0854,0.3771,0.3598,0.1776,michigan
88,0.0577,0.2698,0.4137,0.2587,michigan
89,0.0743,0.2683,0.3252,0.3322,michigan
90,0.1246,0.3138,0.3202,0.2413,michigan
91,0.0885,0.3445,0.3831,0.1839,michigan
92,0.1437,0.3557,0.3562,0.1444,michigan
93,0.0763,0.3041,0.3663,0.2533,michigan
94,0.0773,0.2882,0.3572,0.2774,michigan
95,0.1687,0.3636,0.367,0.1007,michigan
96,0.1084,0.3459,0.3714,0.1743,michigan
97,0.1557,0.408,0.3235,0.1129,michigan
98,0.0717,0.3017,0.3331,0.2934,michigan
99,0.0782,0.2939,0.4353,0.1926,michigan
100,0.1564,0.3925,0.3185,0.1327,michigan
101,0.091,0.3197,0.3449,0.2444,michigan
102,0.1107,0.3588,0.3722,0.1583,michigan
103,0.135,0.3979,0.3392,0.1279,michigan
104,0.061,0.2646,0.3785,0.2958,michigan
105,0.1043,0.3555,0.3293,0.2109,michigan
106,0.112,0.3771,0.3555,0.1554,michigan
107,0.0984,0.3271,0.3531,0.2213,michigan
108,0.0846,0.376,0.3529,0.1865,michigan
109,0.0754,0.3385,0.3601,0.226,michigan
110,0.0877,0.369,0.3356,0.2077,michigan
1a,0.098,0.3673,0.3647,0.17,minnesota
1b,0.0973,0.3176,0.3788,0.2063,minnesota
2a,0.1216,0.3365,0.3408,0.2011,minnesota
2b,0.1105,0.3624,0.3559,0.1712,minnesota
3a,0.0712,0.3212,0.3666,0.241,minnesota
3b,0.0534,0.2991,0.3634,0.2842,minnesota
4a,0.0506,0.2293,0.4289,0.2912,minnesota
4b,0.073,0.3301,0.3609,0.236,minnesota
5a,0.0934,0.2776,0.4027,0.2263,minnesota
5b,0.075,0.3031,0.3977,0.2242,minnesota
6a,0.0892,0.3208,0.4216,0.1684,minnesota
6b,0.0736,0.3238,0.41,0.1925,minnesota
7a,0.0383,0.1636,0.4392,0.359,minnesota
7b,0.0877,0.3065,0.382,0.2238,minnesota
8a,0.0853,0.2926,0.3747,0.2475,minnesota
8b,0.0784,0.3124,0.3963,0.2128,minnesota
9a,0.1005,0.3478,0.3981,0.1537,minnesota
9b,0.1226,0.3667,0.3554,0.1553,minnesota
10a,0.0597,0.2743,0.4183,0.2477,minnesota
10b,0.0904,0.3692,0.3643,0.1762,minnesota
11a,0.0694,0.3634,0.3668,0.2004,minnesota
11b,0.1173,0.4127,0.3431,0.1269,minnesota
12a,0.0847,0.3257,0.3955,0.1941,minnesota
12b,0.1018,0.3433,0.3651,0.1898,minnesota
13a,0.0725,0.2946,0.4344,0.1985,minnesota
13b,0.0547,0.253,0.3896,0.3028,minnesota
14a,0.0825,0.2457,0.4188,0.2531,minnesota
14b,0.0728,0.2419,0.4907,0.1946,minnesota
15a,0.103,0.379,0.3696,0.1484,minnesota
15b,0.0667,0.3216,0.3966,0.2151,minnesota
16a,0.0825,0.3343,0.3715,0.2118,minnesota
16b,0.0959,0.3707,0.3492,0.1841,minnesota
17a,0.1166,0.3505,0.3776,0.1553,minnesota
17b,0.1301,0.2586,0.3985,0.2128,minnesota
18a,0.0821,0.3521,0.384,0.1819,minnesota
18b,0.1063,0.3897,0.3522,0.1518,minnesota
19a,0.0602,0.2539,0.4044,0.2815,minnesota
19b,0.0421,0.2119,0.5009,0.2451,minnesota
20a,0.0682,0.2994,0.3386,0.2937,minnesota
20b,0.0601,0.2618,0.4294,0.2487,minnesota
21a,0.073,0.3578,0.3418,0.2274,minnesota
21b,0.0748,0.325,0.3911,0.2091,minnesota
22a,0.1108,0.3732,0.3354,0.1806,minnesota
22b,0.1854,0.3417,0.3236,0.1493,minnesota
23a,0.1036,0.3786,0.3405,0.1773,minnesota
23b,0.0949,0.3717,0.3347,0.1986,minnesota
24a,0.0842,0.3493,0.3355,0.231,minnesota
24b,0.1374,0.3605,0.3219,0.1802,minnesota
25a,0.0437,0.2295,0.3454,0.3814,minnesota
25b,0.0607,0.1982,0.3128,0.4284,minnesota
26a,0.102,0.2364,0.3143,0.3473,minnesota
26b,0.0496,0.2288,0.3506,0.3709,minnesota
27a,0.1123,0.3683,0.3575,0.162,minnesota
27b,0.1409,0.3092,0.3687,0.1813,minnesota
28a,0.0681,0.2762,0.4215,0.2342,minnesota
28b,0.0856,0.3391,0.373,0.2024,minnesota
29a,0.0711,0.3239,0.361,0.244,minnesota
29b,0.0799,0.2942,0.394,0.2319,minnesota
30a,0.0665,0.2709,0.3935,0.269,minnesota
30b,0.0469,0.238,0.4229,0.2922,minnesota
31a,0.0758,0.3507,0.3977,0.1758,minnesota
31b,0.0523,0.3219,0.3821,0.2437,minnesota
32a,0.0952,0.3756,0.37,0.1592,minnesota
32b,0.0672,0.323,0.3916,0.2181,minnesota
33a,0.0454,0.1925,0.2841,0.478,minnesota
33b,0.0369,0.1681,0.277,0.5179,minnesota
34a,0.0381,0.2037,0.3324,0.4258,minnesota
34b,0.0331,0.1702,0.3243,0.4724,minnesota
35a,0.067,0.3003,0.3986,0.234,minnesota
35b,0.0485,0.2391,0.3909,0.3215,minnesota
36a,0.0639,0.2516,0.3917,0.2928,minnesota
36b,0.0786,0.2278,0.3611,0.3326,minnesota
37a,0.0846,0.3178,0.3925,0.2051,minnesota
37b,0.0526,0.2229,0.3621,0.3623,minnesota
38a,0.0558,0.2645,0.3456,0.3341,minnesota
38b,0.0359,0.2159,0.3283,0.4198,minnesota
39a,0.0461,0.2387,0.3633,0.3519,minnesota
39b,0.0545,0.2494,0.3193,0.3769,minnesota
40a,0.1296,0.2843,0.3895,0.1966,minnesota
40b,0.1494,0.3022,0.3465,0.2018,minnesota
41a,0.1003,0.2722,0.3118,0.3157,minnesota
41b,0.1088,0.2589,0.3307,0.3016,minnesota
42a,0.048,0.1934,0.3228,0.4358,minnesota
42b,0.064,0.2186,0.3092,0.4082,minnesota
43a,0.0665,0.2489,0.3447,0.34,minnesota
43b,0.0726,0.2867,0.3699,0.2708,minnesota
44a,0.0244,0.1178,0.2446,0.6131,minnesota
44b,0.031,0.1373,0.2649,0.5668,minnesota
45a,0.0883,0.2711,0.318,0.3227,minnesota
45b,0.0633,0.2016,0.3292,0.4059,minnesota
46a,0.0532,0.1504,0.2747,0.5216,minnesota
46b,0.0612,0.1699,0.2632,0.5057,minnesota
47a,0.0559,0.2589,0.3385,0.3467,minnesota
47b,0.0538,0.1899,0.2883,0.468,minnesota
48a,0.0327,0.1346,0.2841,0.5486,minnesota
48b,0.05,0.1064,0.2379,0.6058,minnesota
49a,0.022,0.1005,0.1966,0.6809,minnesota
49b,0.05,0.1275,0.2767,0.5459,minnesota
50a,0.1177,0.2329,0.31,0.3394,minnesota
50b,0.0801,0.2384,0.3381,0.3435,minnesota
51a,0.0661,0.2049,0.3354,0.3936,minnesota
51b,0.038,0.1367,0.296,0.5292,minnesota
52a,0.0887,0.2425,0.3377,0.3311,minnesota
52b,0.0729,0.2332,0.3424,0.3514,minnesota
53a,0.0618,0.2426,0.3085,0.3871,minnesota
53b,0.0286,0.1267,0.2541,0.5906,minnesota
54a,0.0838,0.2919,0.3951,0.2292,minnesota
54b,0.058,0.2974,0.3416,0.303,minnesota
55a,0.0913,0.2468,0.331,0.3308,minnesota
55b,0.0467,0.2338,0.3331,0.3864,minnesota
56a,0.0602,0.225,0.3338,0.381,minnesota
56b,0.0592,0.2095,0.3541,0.3772,minnesota
57a,0.0659,0.2096,0.3582,0.3663,minnesota
57b,0.0466,0.1791,0.3297,0.4447,minnesota
58a,0.0427,0.1973,0.3049,0.4551,minnesota
58b,0.0525,0.2684,0.3862,0.2929,minnesota
59a,0.1661,0.3216,0.3179,0.1945,minnesota
59b,0.137,0.1983,0.2856,0.3792,minnesota
60a,0.0977,0.1777,0.2994,0.4252,minnesota
60b,0.082,0.1202,0.5058,0.292,minnesota
61a,0.0298,0.0704,0.2112,0.6885,minnesota
61b,0.0401,0.1026,0.228,0.6294,minnesota
62a,0.2348,0.2131,0.2864,0.2656,minnesota
62b,0.1565,0.1688,0.26,0.4148,minnesota
63a,0.084,0.191,0.2423,0.4827,minnesota
63b,0.0711,0.1798,0.2925,0.4566,minnesota
64a,0.0393,0.1248,0.2804,0.5554,minnesota
64b,0.0361,0.1271,0.256,0.5808,minnesota
65a,0.1836,0.2323,0.308,0.2761,minnesota
65b,0.1334,0.2487,0.2833,0.3346,minnesota
66a,0.0576,0.1775,0.2777,0.4871,minnesota
66b,0.201,0.2351,0.2923,0.2717,minnesota
67a,0.2279,0.2836,0.3107,0.1778,minnesota
67b,0.1535,0.3194,0.3049,0.2222,minnesota
1,0.0753,0.3741,0.3589,0.1916,missouri
2,0.1531,0.4521,0.2493,0.1456,missouri
3,0.096,0.3355,0.3673,0.2012,missouri
4,0.1406,0.4166,0.3043,0.1386,missouri
5,0.1243,0.4007,0.2958,0.1792,missouri
6,0.1264,0.3937,0.3378,0.1421,missouri
7,0.1376,0.4272,0.2681,0.1671,missouri
8,0.0887,0.4078,0.3312,0.1723,missouri
9,0.0921,0.3318,0.3232,0.2529,missouri
10,0.1628,0.3625,0.3101,0.1645,missouri
11,0.1236,0.4088,0.2984,0.1693,missouri
12,0.0571,0.296,0.351,0.296,missouri
13,0.0376,0.1786,0.3389,0.4448,missouri
14,0.07,0.2432,0.3369,0.3499,missouri
15,0.0964,0.3191,0.33,0.2544,missouri
16,0.0537,0.1948,0.3158,0.4356,missouri
17,0.0996,0.3236,0.3257,0.2512,missouri
18,0.0846,0.346,0.3291,0.2403,missouri
19,0.2909,0.3486,0.2461,0.1145,missouri
20,0.0998,0.4292,0.3301,0.1408,missouri
21,0.1366,0.3874,0.3184,0.1576,missouri
22,0.1885,0.3836,0.3194,0.1085,missouri
23,0.2897,0.3479,0.2738,0.0886,missouri
24,0.0801,0.1641,0.2585,0.4973,missouri
25,0.0379,0.1247,0.224,0.6134,missouri
26,0.1108,0.2862,0.3533,0.2497,missouri
27,0.1092,0.3809,0.3492,0.1606,missouri
28,0.0929,0.3526,0.368,0.1865,missouri
29,0.1082,0.368,0.3081,0.2157,missouri
30,0.0428,0.2208,0.3542,0.3822,missouri
31,0.0704,0.2673,0.3594,0.3029,missouri
32,0.0548,0.3059,0.3532,0.2861,missouri
33,0.0909,0.3563,0.3249,0.228,missouri
34,0.0431,0.2206,0.3367,0.3996,missouri
35,0.0497,0.2474,0.3588,0.3441,missouri
36,0.0927,0.2981,0.3396,0.2696,missouri
37,0.0928,0.2724,0.3626,0.2721,missouri
38,0.0774,0.3091,0.3078,0.3056,missouri
39,0.1355,0.4554,0.2642,0.145,missouri
40,0.1681,0.4586,0.248,0.1254,missouri
41,0.1329,0.4218,0.2847,0.1606,missouri
42,0.1573,0.3876,0.3087,0.1464,missouri
43,0.1498,0.4405,0.261,0.1487,missouri
44,0.0956,0.2755,0.3437,0.2851,missouri
45,0.0579,0.1662,0.4841,0.2918,missouri
46,0.0215,0.1174,0.3435,0.5175,missouri
47,0.0811,0.2571,0.2908,0.371,missouri
48,0.1373,0.382,0.3092,0.1716,missouri
49,0.1443,0.3438,0.3258,0.1862,missouri
50,0.0804,0.2429,0.2834,0.3933,missouri
51,0.1275,0.3177,0.3177,0.2372,missouri
52,0.1467,0.301,0.3893,0.163,missouri
53,0.1163,0.4225,0.2828,0.1783,missouri
54,0.0957,0.3121,0.4059,0.1864,missouri
55,0.0662,0.306,0.3451,0.2827,missouri
56,0.1003,0.3575,0.3475,0.1948,missouri
57,0.1382,0.4243,0.3069,0.1306,missouri
58,0.2265,0.4182,0.2424,0.1129,missouri
59,0.1259,0.3568,0.2762,0.2411,missouri
60,0.0774,0.2688,0.3338,0.32,missouri
61,0.1045,0.3536,0.3315,0.2104,missouri
62,0.1471,0.4159,0.2859,0.1511,missouri
63,0.0899,0.3153,0.3238,0.271,missouri
64,0.0944,0.3463,0.3378,0.2216,missouri
65,0.0806,0.245,0.4205,0.2539,missouri
66,0.1353,0.3043,0.436,0.1245,missouri
67,0.0847,0.2572,0.3708,0.2872,missouri
68,0.089,0.2831,0.3653,0.2626,missouri
69,0.0741,0.303,0.3906,0.2324,missouri
70,0.0582,0.207,0.3067,0.4281,missouri
71,0.0671,0.2082,0.2943,0.4304,missouri
72,0.1266,0.3087,0.3196,0.2451,missouri
73,0.1436,0.341,0.3921,0.1233,missouri
74,0.1585,0.3298,0.3759,0.1358,missouri
75,0.1292,0.2829,0.4324,0.1554,missouri
76,0.2562,0.3307,0.3151,0.098,missouri
77,0.1494,0.1956,0.3041,0.351,missouri
78,0.1773,0.2239,0.32,0.2788,missouri
79,0.1436,0.1891,0.3417,0.3255,missouri
80,0.1242,0.1779,0.2935,0.4044,missouri
81,0.1978,0.3204,0.2854,0.1964,missouri
82,0.0914,0.2079,0.2918,0.4089,missouri
83,0.0653,0.1675,0.296,0.4712,missouri
84,0.1286,0.2098,0.2915,0.3701,missouri
85,0.1348,0.3321,0.3407,0.1924,missouri
86,0.1054,0.23,0.3053,0.3592,missouri
87,0.0322,0.0915,0.2233,0.653,missouri
88,0.0415,0.0933,0.2106,0.6546,missouri
89,0.03,0.0972,0.1843,0.6885,missouri
90,0.0318,0.124,0.2226,0.6216,missouri
91,0.0389,0.1342,0.2783,0.5486,missouri
92,0.0768,0.247,0.3379,0.3383,missouri
93,0.152,0.349,0.2982,0.2008,missouri
94,0.095,0.2805,0.3338,0.2907,missouri
95,0.0538,0.2298,0.3552,0.3612,missouri
96,0.0545,0.2308,0.3076,0.4071,missouri
97,0.1162,0.3152,0.3481,0.2204,missouri
98,0.0388,0.1826,0.282,0.4966,missouri
99,0.0537,0.1833,0.2895,0.4735,missouri
100,0.044,0.1587,0.2478,0.5494,missouri
101,0.0345,0.1338,0.2184,0.6133,missouri
102,0.0359,0.2015,0.3174,0.4453,missouri
103,0.0548,0.2302,0.3391,0.3759,missouri
104,0.0493,0.2705,0.3308,0.3494,missouri
105,0.0481,0.2363,0.36,0.3555,missouri
106,0.0686,0.2808,0.3406,0.3101,missouri
107,0.0751,0.2915,0.379,0.2543,missouri
108,0.0488,0.2521,0.342,0.3572,missouri
109,0.1088,0.3254,0.3388,0.2269,missouri
110,0.0655,0.1836,0.3273,0.4236,missouri
111,0.1254,0.3519,0.3552,0.1675,missouri
112,0.1138,0.2871,0.3968,0.2023,missouri
113,0.123,0.3338,0.359,0.1842,missouri
114,0.122,0.3383,0.3838,0.1559,missouri
115,0.1681,0.389,0.3441,0.0988,missouri
116,0.1255,0.3691,0.3263,0.1791,missouri
117,0.1985,0.3653,0.3356,0.1007,missouri
118,0.1831,0.3783,0.3421,0.0965,missouri
119,0.1809,0.3763,0.3363,0.1064,missouri
120,0.1897,0.3795,0.2594,0.1714,missouri
121,0.1279,0.31,0.3587,0.2033,missouri
122,0.0638,0.349,0.3986,0.1886,missouri
123,0.1566,0.3961,0.3004,0.147,missouri
124,0.1117,0.3685,0.3102,0.2096,missouri
125,0.177,0.4347,0.2803,0.1079,missouri
126,0.1424,0.4107,0.303,0.1439,missouri
127,0.1449,0.4323,0.2784,0.1444,missouri
128,0.1355,0.3593,0.3343,0.1709,missouri
129,0.1979,0.3998,0.2793,0.123,missouri
130,0.0851,0.3446,0.3593,0.211,missouri
131,0.1323,0.3187,0.3604,0.1885,missouri
132,0.1223,0.2675,0.4841,0.1261,missouri
133,0.0697,0.2825,0.3611,0.2867,missouri
134,0.0795,0.2513,0.3799,0.2894,missouri
135,0.0714,0.2487,0.4042,0.2757,missouri
136,0.049,0.2052,0.3241,0.4217,missouri
137,0.0973,0.3323,0.3355,0.2349,missouri
138,0.1327,0.3842,0.3096,0.1735,missouri
139,0.0893,0.2994,0.3579,0.2534,missouri
140,0.0987,0.3287,0.3331,0.2395,missouri
141,0.202,0.4128,0.2713,0.114,missouri
142,0.1747,0.4118,0.2837,0.1298,missouri
143,0.1974,0.4112,0.2716,0.1197,missouri
144,0.2206,0.3874,0.2905,0.1015,missouri
145,0.176,0.4279,0.2793,0.1168,missouri
146,0.1028,0.365,0.2895,0.2427,missouri
147,0.0825,0.2273,0.414,0.2762,missouri
148,0.193,0.406,0.26,0.141,missouri
149,0.2326,0.4281,0.2493,0.09,missouri
150,0.2677,0.378,0.2431,0.1112,missouri
151,0.1908,0.4024,0.2849,0.1219,missouri
152,0.1901,0.3727,0.3128,0.1244,missouri
153,0.1926,0.37,0.3078,0.1296,missouri
154,0.1542,0.3896,0.3176,0.1386,missouri
155,0.169,0.4422,0.289,0.0998,missouri
156,0.1161,0.321,0.3764,0.1865,missouri
157,0.1623,0.3918,0.2979,0.148,missouri
158,0.1816,0.4288,0.2715,0.1181,missouri
159,0.2063,0.3574,0.3141,0.1221,missouri
160,0.1498,0.3505,0.3508,0.1489,missouri
161,0.0965,0.3304,0.3551,0.2181,missouri
162,0.102,0.3297,0.3334,0.2349,missouri
163,0.1578,0.3685,0.2789,0.1949,missouri
1,0.1532,0.3703,0.3275,0.149,montana
2,0.1138,0.323,0.356,0.2073,montana
3,0.0881,0.355,0.3574,0.1996,montana
4,0.0873,0.3816,0.3263,0.2048,montana
5,0.0488,0.2046,0.3243,0.4223,montana
6,0.0422,0.2727,0.3154,0.3697,montana
7,0.105,0.318,0.3813,0.1957,montana
8,0.0509,0.2712,0.4324,0.2455,montana
9,0.0597,0.3704,0.3926,0.1774,montana
10,0.0543,0.2423,0.4045,0.2989,montana
11,0.0653,0.2977,0.3465,0.2906,montana
12,0.0846,0.2876,0.3408,0.2869,montana
13,0.1185,0.4092,0.3035,0.1687,montana
14,0.1195,0.4214,0.3023,0.1568,montana
15,0.1485,0.3708,0.3395,0.1412,montana
16,0.1046,0.4045,0.3444,0.1465,montana
17,0.1038,0.3375,0.3485,0.2102,montana
18,0.1539,0.341,0.3242,0.181,montana
19,0.0918,0.3632,0.3307,0.2144,montana
20,0.0769,0.2222,0.3307,0.3703,montana
21,0.0761,0.3165,0.3551,0.2523,montana
22,0.1064,0.4098,0.3383,0.1455,montana
23,0.1182,0.3121,0.3532,0.2164,montana
24,0.0818,0.3114,0.3842,0.2226,montana
25,0.0854,0.3104,0.3569,0.2472,montana
26,0.0723,0.3184,0.4023,0.207,montana
27,0.1236,0.3094,0.3466,0.2205,montana
28,0.0768,0.2937,0.4077,0.2217,montana
29,0.0775,0.365,0.297,0.2605,montana
30,0.1166,0.3399,0.3029,0.2407,montana
31,0.1787,0.4039,0.3092,0.1082,montana
32,0.1382,0.2769,0.4358,0.1491,montana
33,0.1046,0.3557,0.3323,0.2075,montana
34,0.0797,0.3436,0.3778,0.1989,montana
35,0.093,0.3926,0.3469,0.1674,montana
36,0.0807,0.3543,0.3778,0.1872,montana
37,0.0701,0.3851,0.3748,0.1699,montana
38,0.0936,0.3294,0.4134,0.1637,montana
