district,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,state
48,39.74,35.76,21.2,3.3,637.0,west virginia
49,44.73,35.49,15.06,4.72,556.0,west virginia
50,36.66,39.6,21.01,2.74,675.0,west virginia
51,23.12,38.37,30.26,8.25,843.0,west virginia
52,38.96,38.38,20.0,2.67,589.0,west virginia
53,51.16,27.55,18.21,3.08,485.0,west virginia
54,51.77,33.52,12.81,1.9,485.0,west virginia
55,42.73,36.07,19.34,1.85,608.0,west virginia
56,39.31,38.81,18.54,3.34,666.0,west virginia
57,43.1,32.75,23.96,0.18,599.0,west virginia
58,33.66,33.11,29.8,3.43,743.0,west virginia
59,24.92,22.53,44.2,8.35,1043.0,west virginia
60,15.97,22.99,49.78,11.27,1142.0,west virginia
61,19.6,34.4,39.17,6.84,957.0,west virginia
62,20.27,24.76,48.05,6.91,1052.0,west virginia
63,14.98,25.6,50.93,8.49,1168.0,west virginia
64,21.38,20.57,51.23,6.82,1115.0,west virginia
65,17.71,19.19,43.64,19.46,1276.0,west virginia
66,17.59,20.58,41.57,20.27,1289.0,west virginia
67,15.93,21.89,38.24,23.95,1288.0,west virginia
1,19.34,37.61,34.01,9.04,894.0,wisconsin
2,14.93,41.28,34.82,8.97,923.0,wisconsin
3,9.7,38.01,43.3,8.99,1036.0,wisconsin
4,14.94,40.95,37.66,6.45,909.0,wisconsin
5,13.76,39.02,39.32,7.9,955.0,wisconsin
6,20.62,44.42,28.44,6.52,792.0,wisconsin
7,8.12,44.41,42.84,4.63,971.0,wisconsin
8,15.38,60.05,22.44,2.14,783.0,wisconsin
9,11.22,53.09,34.71,0.99,865.0,wisconsin
10,13.77,48.51,29.94,7.77,885.0,wisconsin
11,13.92,47.0,37.48,1.61,891.0,wisconsin
12,10.43,44.11,40.21,5.25,962.0,wisconsin
13,4.96,29.58,48.96,16.5,1256.0,wisconsin
14,3.17,29.63,44.22,22.99,1377.0,wisconsin
15,6.64,41.15,45.13,7.08,1034.0,wisconsin
16,14.6,52.62,28.59,4.19,822.0,wisconsin
17,8.85,48.38,41.52,1.25,929.0,wisconsin
18,12.49,56.34,28.52,2.65,831.0,wisconsin
19,6.64,36.5,42.21,14.65,1107.0,wisconsin
20,6.74,47.67,40.6,4.99,943.0,wisconsin
21,4.36,37.02,49.26,9.37,1131.0,wisconsin
22,6.83,29.61,36.85,26.71,1311.0,wisconsin
23,2.8,25.57,41.35,30.29,1438.0,wisconsin
24,6.05,30.48,42.94,20.53,1274.0,wisconsin
25,25.77,44.3,25.57,4.37,734.0,wisconsin
26,18.5,45.7,31.71,4.08,811.0,wisconsin
27,16.87,40.3,35.84,6.99,890.0,wisconsin
28,18.3,35.72,37.06,8.93,925.0,wisconsin
29,12.56,37.46,40.91,9.08,1000.0,wisconsin
30,6.59,25.08,45.24,23.09,1397.0,wisconsin
31,8.98,34.7,46.43,9.89,1094.0,wisconsin
32,9.48,36.92,42.94,10.66,1060.0,wisconsin
33,9.73,35.24,39.97,15.07,1114.0,wisconsin
34,27.56,39.6,26.53,6.31,766.0,wisconsin
35,29.71,40.37,26.48,3.44,719.0,wisconsin
36,34.13,37.18,25.23,3.46,663.0,wisconsin
37,9.53,35.61,43.72,11.14,1073.0,wisconsin
38,6.93,29.64,44.7,18.74,1304.0,wisconsin
39,12.04,41.5,40.04,6.42,954.0,wisconsin
40,19.76,42.44,31.1,6.7,840.0,wisconsin
41,24.77,41.11,29.47,4.65,782.0,wisconsin
42,13.69,33.38,40.52,12.4,1052.0,wisconsin
43,9.72,40.11,38.86,11.31,1003.0,wisconsin
44,14.2,45.65,36.02,4.13,899.0,wisconsin
45,17.57,47.15,31.09,4.19,837.0,wisconsin
46,3.49,28.06,50.04,18.4,1317.0,wisconsin
47,3.82,31.55,47.65,16.98,1212.0,wisconsin
48,5.91,28.3,55.53,10.25,1192.0,wisconsin
49,23.3,44.07,27.77,4.86,749.0,wisconsin
50,20.64,42.03,30.87,6.46,829.0,wisconsin
51,18.99,43.71,29.72,7.58,842.0,wisconsin
52,12.31,49.77,30.57,7.36,864.0,wisconsin
53,15.88,39.59,36.73,7.8,903.0,wisconsin
54,14.73,49.31,33.13,2.83,838.0,wisconsin
55,11.65,43.88,36.23,8.24,948.0,wisconsin
56,8.63,41.33,39.12,10.92,1001.0,wisconsin
57,16.94,46.32,34.04,2.71,846.0,wisconsin
58,9.27,36.32,41.37,13.03,1095.0,wisconsin
59,13.6,36.26,39.34,10.79,1002.0,wisconsin
60,7.32,33.17,42.35,17.17,1188.0,wisconsin
61,6.65,29.89,46.43,17.03,1243.0,wisconsin
62,7.94,36.14,42.68,13.23,1096.0,wisconsin
63,8.82,38.03,39.8,13.35,1066.0,wisconsin
64,7.13,34.88,45.89,12.1,1110.0,wisconsin
65,14.25,44.98,37.29,3.48,904.0,wisconsin
66,14.02,50.18,34.13,1.67,869.0,wisconsin
67,19.06,37.34,36.98,6.61,902.0,wisconsin
68,17.5,39.11,36.46,6.93,910.0,wisconsin
69,22.87,44.62,27.32,5.19,765.0,wisconsin
70,23.59,38.11,32.56,5.74,829.0,wisconsin
71,16.0,47.59,29.44,6.97,832.0,wisconsin
72,25.45,44.88,24.79,4.89,764.0,wisconsin
73,23.02,40.91,31.24,4.82,821.0,wisconsin
74,31.03,38.9,25.28,4.79,698.0,wisconsin
75,20.9,43.24,30.15,5.72,816.0,wisconsin
76,3.52,30.91,50.51,15.05,1242.0,wisconsin
77,2.49,30.94,49.06,17.52,1217.0,wisconsin
78,2.19,19.72,56.85,21.24,1363.0,wisconsin
79,2.72,27.46,42.87,26.95,1421.0,wisconsin
80,4.98,29.07,42.46,23.49,1357.0,wisconsin
81,13.12,40.43,36.12,10.33,949.0,wisconsin
82,4.56,35.42,44.14,15.88,1196.0,wisconsin
83,3.72,29.37,41.74,25.18,1417.0,wisconsin
84,4.71,41.06,43.45,10.78,1072.0,wisconsin
85,20.62,47.49,27.98,3.91,823.0,wisconsin
86,16.36,37.99,39.87,5.78,918.0,wisconsin
87,28.94,40.83,25.15,5.07,720.0,wisconsin
88,11.08,42.22,39.65,7.05,964.0,wisconsin
89,19.52,42.08,29.94,8.46,860.0,wisconsin
90,18.88,55.52,24.11,1.49,774.0,wisconsin
91,11.67,44.7,39.0,4.62,913.0,wisconsin
92,20.37,42.41,30.6,6.62,827.0,wisconsin
93,12.8,34.85,37.31,15.04,1044.0,wisconsin
94,13.89,34.23,41.01,10.87,1039.0,wisconsin
95,14.25,44.56,35.83,5.36,885.0,wisconsin
96,25.2,39.77,28.09,6.93,761.0,wisconsin
97,7.58,31.34,46.33,14.75,1172.0,wisconsin
98,5.36,34.43,43.33,16.88,1159.0,wisconsin
99,5.26,24.03,39.18,31.52,1517.0,wisconsin
1,28.81,29.66,32.2,9.34,790.0,wyoming
2,35.25,35.11,23.52,6.11,708.0,wyoming
3,17.18,22.76,52.39,7.67,1184.0,wyoming
4,32.09,30.12,31.0,6.79,769.0,wyoming
5,33.06,35.34,28.0,3.61,699.0,wyoming
6,30.12,24.08,39.71,6.09,880.0,wyoming
7,18.6,26.21,23.95,31.24,1259.0,wyoming
8,19.57,26.23,48.04,6.16,1078.0,wyoming
9,10.64,27.35,54.5,7.51,1333.0,wyoming
10,13.49,17.67,47.53,21.31,1358.0,wyoming
11,14.8,52.78,30.51,1.91,835.0,wyoming
12,18.53,20.5,54.44,6.53,1117.0,wyoming
13,15.9,38.47,41.23,4.4,875.0,wyoming
14,17.19,34.62,34.33,13.85,937.0,wyoming
15,27.56,28.69,41.61,2.14,848.0,wyoming
16,7.91,25.86,42.08,24.16,1487.0,wyoming
17,34.5,37.34,23.82,4.34,701.0,wyoming
18,30.24,31.48,27.81,10.47,771.0,wyoming
19,29.45,31.49,29.99,9.08,783.0,wyoming
20,28.62,21.13,39.1,11.14,1006.0,wyoming
21,30.07,31.53,25.92,12.48,772.0,wyoming
22,17.47,19.79,46.63,16.11,1280.0,wyoming
23,13.9,21.49,25.85,38.76,1404.0,wyoming
24,24.06,34.88,36.8,4.25,788.0,wyoming
25,25.01,33.61,36.44,4.94,868.0,wyoming
26,34.62,36.22,24.23,4.92,712.0,wyoming
27,28.94,40.79,27.71,2.56,733.0,wyoming
28,39.35,34.66,21.26,4.72,610.0,wyoming
29,24.76,32.47,38.66,4.11,888.0,wyoming
30,23.28,27.92,36.33,12.46,979.0,wyoming
31,13.7,22.64,55.4,8.27,1223.0,wyoming
32,9.69,29.85,40.62,19.85,1426.0,wyoming
33,50.32,25.5,20.41,3.77,498.0,wyoming
34,32.87,31.03,27.05,9.06,746.0,wyoming
35,15.94,26.49,37.96,19.61,1116.0,wyoming
36,26.07,29.7,40.46,3.77,913.0,wyoming
37,19.05,31.12,32.43,17.4,996.0,wyoming
38,21.99,21.11,45.48,11.42,1116.0,wyoming
39,28.29,29.31,32.9,9.5,858.0,wyoming
40,25.38,31.79,33.54,9.29,866.0,wyoming
41,18.76,29.85,47.31,4.08,1052.0,wyoming
42,14.53,15.75,49.87,19.84,1255.0,wyoming
43,16.27,22.59,52.03,9.12,1209.0,wyoming
44,14.02,48.65,35.0,2.33,869.0,wyoming
45,21.04,44.61,31.07,3.28,745.0,wyoming
46,20.54,30.27,35.04,14.15,988.0,wyoming
47,37.97,29.85,26.92,5.26,663.0,wyoming
48,27.11,32.35,34.22,6.33,918.0,wyoming
49,32.37,31.58,33.07,2.97,800.0,wyoming
50,24.62,27.23,36.1,12.05,971.0,wyoming
51,17.09,30.42,30.44,22.05,1078.0,wyoming
52,19.27,29.72,42.96,8.05,1030.0,wyoming
53,18.67,37.31,41.63,2.4,894.0,wyoming
54,28.27,24.48,36.11,11.14,928.0,wyoming
55,27.99,35.35,33.42,3.24,785.0,wyoming
56,26.91,41.72,24.06,7.31,744.0,wyoming
57,23.8,37.64,36.86,1.69,825.0,wyoming
58,21.69,34.52,37.58,6.21,923.0,wyoming
59,29.09,27.46,41.58,1.86,879.0,wyoming
60,22.0,27.83,40.84,9.33,1003.0,wyoming
