district,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,state
18th essex,1.29,9.9,25.13,63.68,2489.0,massachusetts
1st hampshire,9.17,25.39,43.53,21.92,1297.0,massachusetts
2nd hampshire,7.36,33.73,42.37,16.54,1154.0,massachusetts
3rd hampshire,4.69,25.97,42.6,26.74,1376.0,massachusetts
1st middlesex,3.55,18.48,35.86,42.11,1794.0,massachusetts
2nd middlesex,1.8,11.7,29.96,56.54,2187.0,massachusetts
3rd middlesex,3.57,16.82,36.63,42.98,1778.0,massachusetts
4th middlesex,4.74,15.84,40.85,38.58,1720.0,massachusetts
5th middlesex,4.05,12.18,34.28,49.49,1984.0,massachusetts
6th middlesex,4.48,13.65,39.44,42.42,1819.0,massachusetts
7th middlesex,7.45,18.59,40.43,33.52,1522.0,massachusetts
8th middlesex,1.81,9.01,28.23,60.95,2451.0,massachusetts
9th middlesex,3.38,18.7,32.2,45.72,1896.0,massachusetts
10th middlesex,4.68,13.87,38.86,42.59,1839.0,massachusetts
11th middlesex,4.63,6.72,29.3,59.35,2358.0,massachusetts
12th middlesex,2.13,6.64,26.51,64.72,2664.0,massachusetts
13th middlesex,2.41,8.49,32.92,56.18,2232.0,massachusetts
14th middlesex,2.54,6.64,33.56,57.25,2302.0,massachusetts
15th middlesex,2.8,7.86,27.36,61.98,2473.0,massachusetts
16th middlesex,5.24,20.63,47.8,26.33,1452.0,massachusetts
17th middlesex,9.72,23.49,45.52,21.27,1341.0,massachusetts
18th middlesex,11.03,20.19,53.57,15.21,1336.0,massachusetts
19th middlesex,3.23,17.33,29.08,50.36,2009.0,massachusetts
20th middlesex,1.5,10.32,29.75,58.43,2336.0,massachusetts
21st middlesex,2.48,17.17,24.68,55.68,2176.0,massachusetts
22nd middlesex,2.93,17.09,35.75,44.23,1856.0,massachusetts
23rd middlesex,5.13,13.02,38.24,43.61,1821.0,massachusetts
24th middlesex,4.8,7.67,32.14,55.39,2180.0,massachusetts
25th middlesex,3.34,8.27,25.89,62.5,2271.0,massachusetts
26th middlesex,9.02,11.61,24.86,54.5,2123.0,massachusetts
27th middlesex,3.08,7.11,34.43,55.38,2128.0,massachusetts
28th middlesex,6.44,12.6,46.76,34.2,1676.0,massachusetts
29th middlesex,3.42,12.54,31.78,52.26,2059.0,massachusetts
30th middlesex,4.76,15.85,37.13,42.26,1822.0,massachusetts
31st middlesex,3.83,12.52,33.67,49.98,2001.0,massachusetts
32nd middlesex,5.02,14.58,32.6,47.8,1927.0,massachusetts
33rd middlesex,7.74,14.65,38.92,38.69,1759.0,massachusetts
34th middlesex,9.24,14.57,27.95,48.24,1951.0,massachusetts
35th middlesex,5.92,15.73,35.73,42.63,1770.0,massachusetts
36th middlesex,3.4,19.75,40.46,36.39,1622.0,massachusetts
37th middlesex,1.53,16.58,35.0,46.9,1871.0,massachusetts
18th worcester,5.87,28.12,40.18,25.83,1325.0,massachusetts
5th barnstable,3.56,19.21,37.53,39.69,1776.0,massachusetts
1st norfolk,4.31,13.81,41.74,40.13,1736.0,massachusetts
2nd norfolk,6.58,15.93,40.1,37.4,1695.0,massachusetts
3rd norfolk,5.34,20.99,39.18,34.49,1631.0,massachusetts
4th norfolk,2.98,15.62,45.38,36.03,1667.0,massachusetts
5th norfolk,7.03,20.66,31.67,40.65,1716.0,massachusetts
6th norfolk,5.12,16.53,35.68,42.66,1789.0,massachusetts
7th norfolk,3.0,10.87,33.52,52.61,2087.0,massachusetts
8th norfolk,3.27,10.59,32.94,53.2,2098.0,massachusetts
9th norfolk,1.97,13.89,33.32,50.83,2030.0,massachusetts
10th norfolk,1.68,16.7,30.74,50.89,2023.0,massachusetts
11th norfolk,5.16,11.6,30.0,53.24,2110.0,massachusetts
12th norfolk,5.64,16.26,34.92,43.18,1792.0,massachusetts
13th norfolk,3.93,7.76,28.57,59.74,2670.0,massachusetts
14th norfolk,3.0,4.15,22.85,70.0,3176.0,massachusetts
15th norfolk,6.46,6.93,24.54,62.07,2335.0,massachusetts
1st plymouth,3.54,15.19,37.08,44.2,1840.0,massachusetts
2nd plymouth,7.12,23.93,43.95,25.0,1459.0,massachusetts
3rd plymouth,4.78,8.19,27.09,59.94,2368.0,massachusetts
4th plymouth,4.68,12.63,32.55,50.15,2005.0,massachusetts
5th plymouth,3.86,12.17,34.57,49.39,1983.0,massachusetts
6th plymouth,3.23,15.33,33.45,47.98,1960.0,massachusetts
7th plymouth,4.98,16.99,38.06,39.97,1768.0,massachusetts
8th plymouth,5.11,18.41,35.6,40.88,1741.0,massachusetts
9th plymouth,12.21,17.94,46.46,23.39,1395.0,massachusetts
10th plymouth,6.84,18.43,43.05,31.67,1612.0,massachusetts
11th plymouth,5.9,19.17,42.01,32.93,1557.0,massachusetts
12th plymouth,7.13,19.87,33.41,39.58,1693.0,massachusetts
1st suffolk,11.96,12.65,44.33,31.06,1612.0,massachusetts
2nd suffolk,13.6,12.59,36.46,37.36,1671.0,massachusetts
3rd suffolk,9.85,6.07,24.64,59.45,2364.0,massachusetts
4th suffolk,9.92,10.86,23.37,55.85,2255.0,massachusetts
5th suffolk,10.32,17.51,43.68,28.49,1448.0,massachusetts
6th suffolk,11.84,15.9,41.45,30.81,1619.0,massachusetts
7th suffolk,23.82,14.1,34.92,27.17,1355.0,massachusetts
8th suffolk,5.02,6.04,25.92,63.02,2384.0,massachusetts
9th suffolk,17.38,14.09,24.83,43.7,1796.0,massachusetts
10th suffolk,5.83,14.17,29.66,50.34,2011.0,massachusetts
11th suffolk,17.3,15.13,31.06,36.51,1625.0,massachusetts
12th suffolk,8.47,12.48,47.01,32.03,1649.0,massachusetts
13th suffolk,8.7,14.43,37.75,39.11,1757.0,massachusetts
14th suffolk,12.29,15.33,36.18,36.2,1637.0,massachusetts
15th suffolk,12.72,12.33,30.18,44.78,1846.0,massachusetts
16th suffolk,5.56,16.5,42.13,35.81,1639.0,massachusetts
17th suffolk,10.54,8.13,44.82,36.52,1823.0,massachusetts
18th suffolk,8.89,9.4,28.34,53.38,2070.0,massachusetts
19th suffolk,7.45,18.07,42.49,31.99,1602.0,massachusetts
1st worcester,2.99,19.85,38.38,38.78,1756.0,massachusetts
2nd worcester,10.61,30.48,46.22,12.69,1172.0,massachusetts
3rd worcester,9.8,30.32,46.9,12.98,1188.0,massachusetts
4th worcester,8.15,31.66,43.19,17.01,1153.0,massachusetts
5th worcester,8.41,34.71,39.83,17.04,1156.0,massachusetts
6th worcester,8.5,31.73,42.56,17.21,1186.0,massachusetts
7th worcester,5.68,25.59,39.91,28.83,1447.0,massachusetts
8th worcester,4.36,22.01,40.95,32.69,1583.0,massachusetts
9th worcester,5.03,20.81,34.82,39.33,1632.0,massachusetts
10th worcester,4.29,18.39,42.36,34.96,1635.0,massachusetts
11th worcester,3.54,16.02,36.08,44.36,1856.0,massachusetts
12th worcester,4.84,20.75,37.21,37.2,1622.0,massachusetts
13th worcester,6.89,26.79,43.84,22.47,1350.0,massachusetts
14th worcester,10.96,23.47,50.76,14.8,1250.0,massachusetts
15th worcester,14.8,26.38,50.79,8.04,1124.0,massachusetts
16th worcester,7.3,22.71,58.81,11.17,1226.0,massachusetts
17th worcester,10.83,26.28,50.06,12.83,1174.0,massachusetts
1,14.68,37.31,39.69,8.32,,michigan
2,24.08,33.84,28.16,13.92,872.0,michigan
3,24.33,46.99,26.0,2.68,762.0,michigan
4,33.0,44.97,20.35,1.68,682.0,michigan
5,35.89,51.45,12.02,0.64,618.0,michigan
6,29.13,40.39,25.78,4.7,736.0,michigan
7,25.57,48.26,25.48,0.69,720.0,michigan
8,24.42,46.11,28.13,1.34,756.0,michigan
9,28.68,44.37,26.24,0.71,734.0,michigan
10,20.74,37.52,40.01,1.72,894.0,michigan
11,19.67,40.22,37.92,2.19,884.0,michigan
12,18.32,45.96,33.01,2.72,872.0,michigan
13,20.17,38.21,37.89,3.73,893.0,michigan
14,20.65,45.81,31.37,2.16,814.0,michigan
15,11.45,38.66,42.59,7.29,999.0,michigan
16,16.02,43.13,37.54,3.3,910.0,michigan
17,17.2,37.16,38.29,7.35,938.0,michigan
18,19.93,34.82,42.22,3.03,939.0,michigan
19,11.82,30.02,48.45,9.7,1134.0,michigan
20,5.37,30.19,38.39,26.05,1307.0,michigan
21,6.68,25.1,42.52,25.7,1400.0,michigan
22,21.15,39.6,38.19,1.05,878.0,michigan
23,10.28,35.2,41.18,13.34,1086.0,michigan
24,8.75,37.7,42.22,11.34,1055.0,michigan
25,13.69,34.91,45.33,6.06,1022.0,michigan
26,11.22,31.86,45.84,11.09,1100.0,michigan
27,12.03,33.03,47.67,7.27,1069.0,michigan
28,19.48,40.57,37.88,2.07,901.0,michigan
29,20.5,39.6,35.62,4.28,900.0,michigan
30,9.88,35.89,42.14,12.09,1084.0,michigan
31,16.55,42.55,37.26,3.64,889.0,michigan
32,11.75,33.08,44.09,11.08,1091.0,michigan
33,8.58,25.92,41.66,23.84,1405.0,michigan
34,37.69,47.72,14.28,0.31,616.0,michigan
35,4.7,28.22,52.88,14.2,1214.0,michigan
36,8.35,30.85,41.36,19.44,1173.0,michigan
37,5.47,25.97,51.08,17.48,1269.0,michigan
38,5.54,25.57,40.3,28.59,1379.0,michigan
39,5.97,28.82,39.27,25.94,1370.0,michigan
40,2.95,17.66,33.86,45.52,1854.0,michigan
41,8.72,25.22,44.01,22.05,1277.0,michigan
42,9.97,25.7,43.68,20.65,1278.0,michigan
43,10.97,32.06,43.7,13.27,1108.0,michigan
44,9.67,27.93,42.97,19.43,1221.0,michigan
45,6.29,26.33,40.8,26.58,1394.0,michigan
46,8.88,26.88,38.19,26.05,1320.0,michigan
47,12.91,26.28,46.76,14.06,1191.0,michigan
48,18.82,46.13,32.04,3.02,808.0,michigan
49,23.67,47.88,25.29,3.16,767.0,michigan
50,13.56,42.21,35.15,9.08,917.0,michigan
51,11.91,32.76,43.37,11.96,1098.0,michigan
52,6.08,25.26,39.87,28.79,1428.0,michigan
53,3.51,23.3,51.17,22.02,1345.0,michigan
54,11.16,37.49,43.18,8.17,1019.0,michigan
55,6.51,21.2,51.07,21.21,1370.0,michigan
56,19.48,31.36,40.47,8.68,984.0,michigan
57,20.33,42.87,32.32,4.48,837.0,michigan
58,26.75,43.0,26.38,3.88,754.0,michigan
59,26.11,41.55,28.19,4.15,781.0,michigan
60,17.62,48.36,30.31,3.71,835.0,michigan
61,10.12,37.72,38.82,13.34,1040.0,michigan
62,23.06,49.53,23.78,3.64,758.0,michigan
63,19.01,42.16,31.27,7.56,864.0,michigan
64,24.41,45.63,26.82,3.14,765.0,michigan
65,20.41,37.71,36.15,5.73,894.0,michigan
66,22.31,38.67,32.78,6.24,851.0,michigan
67,12.84,40.18,40.09,6.89,963.0,michigan
68,16.25,51.59,30.9,1.26,840.0,michigan
69,5.9,38.29,41.15,14.66,1090.0,michigan
70,27.07,43.0,27.32,2.62,742.0,michigan
71,14.93,39.28,39.24,6.55,945.0,michigan
72,15.4,36.69,42.16,5.75,976.0,michigan
73,11.92,29.85,40.98,17.25,1155.0,michigan
74,16.15,39.56,37.93,6.36,923.0,michigan
75,18.67,41.68,36.39,3.26,892.0,michigan
76,17.09,35.77,42.2,4.93,967.0,michigan
77,17.28,40.19,38.03,4.5,921.0,michigan
78,25.13,40.45,27.82,6.6,801.0,michigan
79,22.93,40.03,30.21,6.83,824.0,michigan
80,22.78,35.46,34.7,7.06,880.0,michigan
81,19.62,37.87,35.84,6.67,889.0,michigan
82,20.38,33.25,38.53,7.84,941.0,michigan
83,26.85,44.14,25.16,3.84,755.0,michigan
84,33.77,42.55,20.82,2.87,656.0,michigan
85,24.88,41.26,29.99,3.87,797.0,michigan
86,15.45,31.33,34.65,18.57,1070.0,michigan
87,22.66,34.46,36.15,6.72,912.0,michigan
88,16.42,28.39,44.01,11.17,1084.0,michigan
89,15.15,34.31,39.09,11.46,1010.0,michigan
90,17.16,35.49,41.13,6.22,968.0,michigan
91,22.19,39.69,33.88,4.24,853.0,michigan
92,27.74,46.66,22.05,3.55,722.0,michigan
93,19.08,35.15,36.98,8.78,922.0,michigan
94,19.59,43.34,30.9,6.17,830.0,michigan
95,34.48,47.99,16.64,0.89,659.0,michigan
96,30.08,44.22,22.94,2.76,688.0,michigan
97,36.3,40.31,21.18,2.2,642.0,michigan
98,20.69,40.73,31.78,6.8,853.0,michigan
99,24.0,44.57,27.11,4.32,764.0,michigan
100,32.47,38.5,25.31,3.72,716.0,michigan
101,26.25,36.46,30.42,6.87,794.0,michigan
102,31.34,40.05,25.85,2.76,715.0,michigan
103,33.76,42.27,21.75,2.22,669.0,michigan
104,16.42,32.67,41.07,9.83,1013.0,michigan
105,26.93,38.19,29.95,4.94,789.0,michigan
106,39.48,40.31,17.98,2.23,610.0,michigan
107,27.33,40.59,27.12,4.96,763.0,michigan
108,36.35,39.71,21.64,2.3,635.0,michigan
109,28.79,40.55,26.48,4.18,735.0,michigan
110,40.07,38.33,18.54,3.06,588.0,michigan
1a,27.46,41.23,27.97,3.34,,minnesota
1b,24.71,37.88,31.4,6.01,785.0,minnesota
2a,27.26,35.72,30.0,7.02,774.0,minnesota
2b,29.68,33.53,30.29,6.49,782.0,minnesota
3a,30.2,36.02,26.37,7.41,751.0,minnesota
3b,17.14,27.7,40.21,14.95,1096.0,minnesota
4a,11.24,36.58,41.67,10.51,1039.0,minnesota
4b,19.64,35.05,34.25,11.05,920.0,minnesota
5a,24.73,35.66,34.63,4.98,838.0,minnesota
5b,26.21,35.81,30.26,7.72,812.0,minnesota
6a,35.65,38.03,23.3,3.03,649.0,minnesota
6b,34.03,35.99,24.61,5.37,704.0,minnesota
7a,15.58,37.45,36.82,10.16,954.0,minnesota
7b,20.39,39.9,34.51,5.2,868.0,minnesota
8a,23.31,39.45,28.05,9.18,817.0,minnesota
8b,21.51,37.33,32.1,9.05,875.0,minnesota
9a,28.28,37.2,27.73,6.79,760.0,minnesota
9b,26.48,37.26,30.0,6.26,809.0,minnesota
10a,22.13,35.31,35.3,7.26,894.0,minnesota
10b,26.62,32.01,32.74,8.64,850.0,minnesota
11a,20.32,31.23,39.31,9.14,978.0,minnesota
11b,23.99,33.2,36.32,6.49,881.0,minnesota
12a,27.6,40.13,27.04,5.23,728.0,minnesota
12b,21.04,32.49,35.66,10.81,940.0,minnesota
13a,17.97,32.39,38.58,11.06,992.0,minnesota
13b,13.09,33.76,43.86,9.29,1050.0,minnesota
14a,14.43,37.12,43.18,5.27,980.0,minnesota
14b,21.64,46.55,28.47,3.34,800.0,minnesota
15a,19.47,29.61,42.3,8.61,1017.0,minnesota
15b,13.43,25.46,43.71,17.39,1239.0,minnesota
16a,29.71,39.94,26.3,4.05,729.0,minnesota
16b,28.63,41.07,26.48,3.82,710.0,minnesota
17a,29.76,41.94,24.04,4.25,713.0,minnesota
17b,17.2,37.8,36.71,8.29,915.0,minnesota
18a,18.87,37.21,36.11,7.8,915.0,minnesota
18b,21.67,35.25,35.7,7.38,874.0,minnesota
19a,13.19,37.14,38.1,11.57,996.0,minnesota
19b,13.91,36.75,42.62,6.72,990.0,minnesota
20a,10.16,24.69,39.68,25.47,1384.0,minnesota
20b,11.36,29.2,39.87,19.57,1246.0,minnesota
21a,17.21,33.3,37.46,12.03,992.0,minnesota
21b,15.96,38.29,34.38,11.38,922.0,minnesota
22a,33.22,39.0,22.59,5.18,680.0,minnesota
22b,32.33,40.04,23.9,3.72,673.0,minnesota
23a,33.03,41.01,21.78,4.18,680.0,minnesota
23b,22.32,36.0,33.44,8.24,868.0,minnesota
24a,18.27,36.54,36.11,9.09,926.0,minnesota
24b,17.09,37.13,36.32,9.47,948.0,minnesota
25a,10.46,24.41,46.46,18.67,1350.0,minnesota
25b,13.93,31.96,44.16,9.96,1068.0,minnesota
26a,13.71,32.73,44.71,8.85,1056.0,minnesota
26b,10.61,27.47,39.14,22.78,1257.0,minnesota
27a,30.08,40.16,25.3,4.46,740.0,minnesota
27b,23.4,43.33,28.19,5.08,816.0,minnesota
28a,24.55,39.92,29.04,6.5,776.0,minnesota
28b,24.95,37.0,30.79,7.26,796.0,minnesota
29a,11.76,25.5,43.24,19.5,1268.0,minnesota
29b,11.65,24.43,50.93,12.99,1284.0,minnesota
30a,8.24,24.62,50.02,17.12,1356.0,minnesota
30b,5.9,20.77,43.26,30.07,1526.0,minnesota
31a,9.04,20.22,47.65,23.09,1468.0,minnesota
31b,12.54,23.78,38.2,25.48,1377.0,minnesota
32a,11.63,24.36,50.82,13.19,1234.0,minnesota
32b,10.61,24.31,44.21,20.87,1374.0,minnesota
33a,3.86,18.29,29.16,48.68,1959.0,minnesota
33b,6.52,16.98,36.62,39.88,1692.0,minnesota
34a,7.0,16.97,41.18,34.84,1649.0,minnesota
34b,5.94,20.73,44.28,29.04,1521.0,minnesota
35a,9.79,23.65,52.7,13.87,1312.0,minnesota
35b,7.69,19.72,45.8,26.79,1559.0,minnesota
36a,8.67,21.84,54.4,15.09,1342.0,minnesota
36b,9.12,20.8,44.51,25.56,1408.0,minnesota
37a,14.13,24.65,55.1,6.11,1196.0,minnesota
37b,7.66,19.4,49.38,23.56,1504.0,minnesota
38a,8.52,23.25,43.34,24.9,1490.0,minnesota
38b,6.75,22.24,47.62,23.39,1424.0,minnesota
39a,7.31,27.09,37.64,27.97,1386.0,minnesota
39b,9.96,21.89,36.21,31.95,1488.0,minnesota
40a,8.59,24.66,60.22,6.52,1156.0,minnesota
40b,12.14,24.13,56.4,7.33,1176.0,minnesota
41a,10.8,32.12,46.02,11.06,1126.0,minnesota
41b,9.87,31.75,49.51,8.87,1123.0,minnesota
42a,6.88,34.71,40.1,18.32,1179.0,minnesota
42b,9.4,35.46,38.79,16.35,1096.0,minnesota
43a,10.58,23.91,47.66,17.84,1307.0,minnesota
43b,12.79,28.13,48.63,10.46,1127.0,minnesota
44a,2.94,17.71,39.03,40.32,1714.0,minnesota
44b,3.82,20.23,42.36,33.6,1538.0,minnesota
45a,6.84,29.23,54.87,9.05,1181.0,minnesota
45b,11.84,26.41,46.56,15.18,1248.0,minnesota
46a,5.81,22.75,48.73,22.71,1393.0,minnesota
46b,6.61,23.41,53.08,16.91,1294.0,minnesota
47a,8.88,21.72,37.52,31.88,1556.0,minnesota
47b,5.72,20.59,38.85,34.85,1623.0,minnesota
48a,5.08,20.81,39.14,34.97,1626.0,minnesota
48b,3.51,17.11,40.52,38.85,1640.0,minnesota
49a,3.33,16.55,32.25,47.87,1917.0,minnesota
49b,6.34,22.94,49.59,21.13,1381.0,minnesota
50a,9.11,28.12,52.96,9.81,1212.0,minnesota
50b,7.43,27.81,51.18,13.59,1247.0,minnesota
51a,8.07,21.69,57.83,12.41,1258.0,minnesota
51b,5.71,22.16,41.05,31.08,1513.0,minnesota
52a,11.81,27.92,46.51,13.75,1170.0,minnesota
52b,9.75,25.3,46.05,18.9,1298.0,minnesota
53a,8.56,23.78,51.75,15.92,1310.0,minnesota
53b,3.9,15.93,36.2,43.97,1850.0,minnesota
54a,11.75,23.65,47.41,17.19,1334.0,minnesota
54b,10.2,25.58,43.63,20.59,1293.0,minnesota
55a,7.28,19.07,46.77,26.88,1459.0,minnesota
55b,6.28,18.8,39.1,35.82,1669.0,minnesota
56a,5.1,18.32,47.15,29.43,1596.0,minnesota
56b,9.68,22.18,48.57,19.57,1337.0,minnesota
57a,7.01,19.61,51.71,21.67,1416.0,minnesota
57b,6.26,20.74,43.04,29.97,1545.0,minnesota
58a,6.31,19.02,39.14,35.54,1655.0,minnesota
58b,7.16,20.72,42.51,29.61,1567.0,minnesota
59a,15.96,22.72,55.73,5.59,1166.0,minnesota
59b,13.5,18.32,45.25,22.93,1403.0,minnesota
60a,10.6,27.95,51.29,10.16,1205.0,minnesota
60b,14.12,30.63,42.85,12.4,1088.0,minnesota
61a,4.51,25.43,40.37,29.69,1410.0,minnesota
61b,2.56,22.59,41.62,33.22,1528.0,minnesota
62a,14.98,41.64,38.43,4.95,949.0,minnesota
62b,8.4,28.2,48.97,14.43,1236.0,minnesota
63a,7.83,27.79,51.82,12.55,1277.0,minnesota
63b,8.85,23.09,49.17,18.89,1363.0,minnesota
64a,4.17,33.12,40.48,22.23,1210.0,minnesota
64b,5.77,28.42,41.52,24.28,1307.0,minnesota
65a,15.31,33.64,44.68,6.37,1017.0,minnesota
65b,14.79,23.9,52.7,8.61,1171.0,minnesota
66a,6.49,32.52,44.45,16.53,1191.0,minnesota
66b,12.07,32.1,49.81,6.02,1080.0,minnesota
67a,14.71,29.34,53.97,1.97,1070.0,minnesota
67b,10.37,32.13,52.35,5.16,1088.0,minnesota
1,36.0,42.92,19.19,1.89,607.0,missouri
2,38.6,38.71,19.32,3.36,620.0,missouri
3,35.9,45.81,16.51,1.78,617.0,missouri
4,42.03,40.28,15.76,1.93,568.0,missouri
5,35.91,43.01,19.15,1.93,628.0,missouri
6,36.91,43.86,17.4,1.83,624.0,missouri
7,39.71,43.06,15.44,1.78,588.0,missouri
8,24.39,37.36,32.47,5.79,841.0,missouri
9,23.47,41.76,28.09,6.68,830.0,missouri
10,23.64,49.38,26.21,0.77,766.0,missouri
11,28.74,39.25,28.3,3.72,775.0,missouri
12,8.37,26.62,54.22,10.79,1256.0,missouri
13,6.33,23.7,42.94,27.03,1387.0,missouri
14,5.37,33.21,50.36,11.06,1145.0,missouri
15,11.08,40.48,43.47,4.97,982.0,missouri
16,5.02,20.05,55.43,19.5,1376.0,missouri
17,10.49,34.0,49.37,6.13,1073.0,missouri
18,8.58,45.74,40.71,4.97,957.0,missouri
19,29.54,48.0,21.74,0.72,698.0,missouri
20,14.81,37.56,43.72,3.91,974.0,missouri
21,15.69,50.88,31.43,2.0,845.0,missouri
22,31.02,46.3,22.42,0.27,702.0,missouri
23,39.44,40.98,19.53,0.06,637.0,missouri
24,6.39,34.06,48.08,11.47,1121.0,missouri
25,6.46,28.15,42.69,22.71,1281.0,missouri
26,16.69,39.87,40.69,2.75,928.0,missouri
27,16.72,48.18,34.6,0.5,850.0,missouri
28,13.28,44.58,41.28,0.86,939.0,missouri
29,17.69,37.41,41.44,3.46,933.0,missouri
30,8.27,30.57,41.63,19.53,1144.0,missouri
31,8.92,31.55,51.08,8.45,1108.0,missouri
32,6.93,30.29,53.56,9.21,1189.0,missouri
33,15.47,32.78,38.3,13.45,1029.0,missouri
34,7.33,18.21,55.64,18.82,1406.0,missouri
35,8.45,33.86,42.51,15.18,1118.0,missouri
36,11.39,37.64,45.86,5.11,1012.0,missouri
37,10.93,37.44,38.75,12.88,1030.0,missouri
38,11.45,31.85,43.37,13.33,1143.0,missouri
39,31.57,42.41,22.33,3.69,652.0,missouri
40,41.53,37.0,19.47,2.0,584.0,missouri
41,21.34,32.43,40.33,5.9,936.0,missouri
42,25.44,35.75,33.28,5.52,835.0,missouri
43,33.44,46.02,16.28,4.26,638.0,missouri
44,18.6,42.56,36.24,2.6,902.0,missouri
45,14.58,48.08,33.63,3.7,848.0,missouri
46,9.12,42.93,37.03,10.92,972.0,missouri
47,16.19,38.4,37.35,8.06,932.0,missouri
48,33.08,43.44,21.11,2.37,653.0,missouri
49,23.3,41.64,30.52,4.54,808.0,missouri
50,15.36,32.16,35.93,16.55,1043.0,missouri
51,24.9,42.18,29.36,3.56,744.0,missouri
52,27.84,44.62,26.56,0.98,740.0,missouri
53,24.74,44.72,26.39,4.15,735.0,missouri
54,25.53,41.06,29.1,4.31,754.0,missouri
55,11.99,24.08,48.56,15.37,1222.0,missouri
56,13.87,34.78,42.67,8.68,1018.0,missouri
57,35.37,38.12,23.42,3.09,678.0,missouri
58,39.39,36.89,19.71,4.02,632.0,missouri
59,25.55,36.82,30.75,6.88,817.0,missouri
60,21.73,50.37,25.32,2.59,712.0,missouri
61,27.34,35.86,31.15,5.65,797.0,missouri
62,42.98,31.52,21.67,3.83,580.0,missouri
63,11.73,21.77,46.15,20.35,1376.0,missouri
64,15.76,29.05,46.09,9.1,1091.0,missouri
65,18.54,33.8,39.89,7.76,963.0,missouri
66,18.65,44.37,36.11,0.87,857.0,missouri
67,11.85,29.19,47.97,11.0,1149.0,missouri
68,16.32,35.0,47.79,0.88,985.0,missouri
69,12.86,31.05,52.27,3.82,1059.0,missouri
70,7.32,37.53,41.51,13.64,1097.0,missouri
71,9.82,33.9,47.61,8.67,1088.0,missouri
72,14.07,43.2,39.17,3.56,914.0,missouri
73,14.05,50.55,35.22,0.18,888.0,missouri
74,15.48,51.73,32.18,0.61,861.0,missouri
75,15.99,45.06,38.06,0.89,871.0,missouri
76,26.42,53.4,19.92,0.26,720.0,missouri
77,21.08,39.64,30.04,9.24,874.0,missouri
78,11.67,43.29,40.06,4.98,915.0,missouri
79,17.65,37.87,36.81,7.67,916.0,missouri
80,7.04,50.48,37.17,5.31,917.0,missouri
81,17.21,48.59,32.49,1.72,850.0,missouri
82,11.9,44.27,37.93,5.9,925.0,missouri
83,8.05,36.12,48.32,7.5,1087.0,missouri
84,18.58,42.34,31.33,7.75,902.0,missouri
85,15.96,47.02,35.79,1.23,893.0,missouri
86,11.86,40.98,40.19,6.97,975.0,missouri
87,2.06,20.63,39.29,38.02,1583.0,missouri
88,2.86,21.11,45.45,30.58,1420.0,missouri
89,1.51,17.6,34.46,46.43,1861.0,missouri
90,5.34,26.45,38.2,30.01,1392.0,missouri
91,7.8,30.39,39.85,21.96,1225.0,missouri
92,11.67,43.11,38.32,6.9,936.0,missouri
93,22.53,42.19,34.15,1.13,859.0,missouri
94,16.39,42.89,37.66,3.06,910.0,missouri
95,8.89,33.73,43.6,13.78,1204.0,missouri
96,8.21,35.98,33.15,22.66,1134.0,missouri
97,15.7,38.06,40.29,5.96,928.0,missouri
98,8.15,22.24,35.38,34.23,1479.0,missouri
99,5.71,28.38,55.52,10.38,1199.0,missouri
100,5.09,27.15,42.03,25.73,1394.0,missouri
101,2.67,18.36,35.94,43.03,1745.0,missouri
102,3.84,18.57,53.15,24.45,1567.0,missouri
103,6.78,22.78,50.29,20.15,1359.0,missouri
104,10.78,21.1,58.02,10.1,1262.0,missouri
105,8.58,27.1,52.07,12.25,1205.0,missouri
106,10.21,35.37,46.11,8.3,1060.0,missouri
107,9.04,30.15,49.83,10.98,1164.0,missouri
108,3.5,22.56,49.93,24.02,1437.0,missouri
109,19.18,37.92,34.62,8.29,914.0,missouri
110,5.96,26.22,38.16,29.66,1400.0,missouri
111,22.8,29.53,39.14,8.52,963.0,missouri
112,14.27,30.11,43.91,11.71,1098.0,missouri
113,16.07,29.8,51.09,3.05,1050.0,missouri
114,19.31,37.35,37.89,5.44,892.0,missouri
115,32.45,33.45,29.2,4.9,741.0,missouri
116,26.93,41.58,28.93,2.57,744.0,missouri
117,31.64,48.26,18.83,1.27,680.0,missouri
118,30.91,34.86,30.85,3.38,781.0,missouri
119,26.57,38.43,31.06,3.94,820.0,missouri
120,31.53,40.65,24.09,3.74,691.0,missouri
121,31.13,43.22,24.57,1.08,703.0,missouri
122,13.04,31.44,53.89,1.63,1059.0,missouri
123,38.15,36.47,21.26,4.12,658.0,missouri
124,29.51,35.41,26.17,8.91,792.0,missouri
125,46.86,36.94,14.02,2.18,538.0,missouri
126,35.5,41.92,20.95,1.63,636.0,missouri
127,37.81,39.9,19.54,2.74,623.0,missouri
128,30.04,43.15,23.22,3.59,694.0,missouri
129,33.31,46.21,18.97,1.51,662.0,missouri
130,20.32,38.27,38.24,3.17,897.0,missouri
131,28.1,48.07,21.53,2.29,724.0,missouri
132,23.81,60.45,14.74,1.0,685.0,missouri
133,17.82,43.36,35.73,3.1,902.0,missouri
134,17.82,50.98,28.4,2.8,840.0,missouri
135,19.85,54.61,23.3,2.25,748.0,missouri
136,16.22,42.96,30.41,10.41,869.0,missouri
